amp0	transition	omega	date
0.000000	0	0.000000	2016-09-24 18:45:22
0.050049	0	0.000837	2016-09-24 18:49:58
0.100098	0	0.001011	2016-09-24 18:54:34
0.149902	0	0.001255	2016-09-24 18:59:10
0.199951	0	0.001530	2016-09-24 19:03:44
0.300049	0	0.002133	2016-09-24 19:08:10
0.399902	0	0.002752	2016-09-24 19:12:30
0.500000	0	0.003382	2016-09-24 19:16:48
0.600098	0	0.003961	2016-09-24 19:21:05
0.699951	0	0.004487	2016-09-24 19:25:24
0.800049	0	0.004856	2016-09-24 19:29:55
0.850098	0	0.004982	2016-09-24 19:34:43
0.899902	0	0.005052	2016-09-24 19:39:40
0.949951	0	0.005198	2016-09-24 19:45:04
1.000000	0	0.005222	2016-09-24 19:50:38
