amp0	transition	omega	date
0.0	0	0.0	19700101-h00m00s00
0.2	0	0.00102552564795	20180115-h16m11s53
0.25	0	0.00123195523523	20180115-h16m16s39
0.3	0	0.00144811110251	20180115-h16m20s58
0.35	0	0.00160249498131	20180115-h16m25s22
0.4	0	0.0018049212484	20180115-h16m29s25
0.45	0	0.00201413446706	20180115-h16m33s35
0.5	0	0.00224074481535	20180115-h15m30s58
0.55	0	0.0023727925631	20180115-h15m34s34
0.6	0	0.00265652650759	20180115-h15m38s30
0.65	0	0.00288701076905	20180115-h15m42s06
0.7	0	0.0029982110713	20180115-h15m45s45
0.75	0	0.00337731091347	20180115-h15m49s08
0.8	0	0.0034956734345	20180115-h15m52s44
0.85	0	0.00375683418383	20180115-h15m56s07
0.9	0	0.00376503971692	20180115-h15m59s41
0.95	0	0.00413154740548	20180115-h16m03s16
1.0	0	0.00424507738316	20180115-h16m06s44
