amp0	transition	omega	date
0.000000	0	0.0	2016-07-13 17:15:00
0.100098	0	0.00272321293535	2016-07-13 17:15:00
0.199951	0	0.0054464258707	2016-07-13 17:15:00
0.300049	0	0.00816963880605	2016-07-13 17:15:00
0.399902	0	0.0108928517414	2016-07-13 17:15:00
0.500000	0	0.0136160646767	2016-07-13 17:15:00
0.600098	0	0.0163392776121	2016-07-13 17:15:00
0.699951	0	0.0190624905474	2016-07-13 17:15:00
0.800049	0	0.0217857034828	2016-07-13 17:15:00
0.899902	0	0.0245089164181	2016-07-13 17:15:00
1.000000	0	0.0272321293535	2016-07-13 17:15:00
