amp0	transition	omega	date
0.000000	0	0.000000	2016-09-21 23:30:36
0.050049	0	0.000645	2016-09-21 23:37:07
0.100098	0	0.001041	2016-09-21 23:43:39
0.149902	0	0.001323	2016-09-21 23:50:11
0.199951	0	0.001617	2016-09-21 23:56:43
0.300049	0	0.002293	2016-09-22 00:03:06
0.399902	0	0.002973	2016-09-22 00:09:25
0.500000	0	0.003637	2016-09-22 00:15:37
0.600098	0	0.004287	2016-09-22 00:21:53
0.699951	0	0.004847	2016-09-22 00:28:13
0.800049	0	0.005216	2016-09-22 00:35:14
0.850098	0	0.005332	2016-09-22 00:42:24
0.899902	0	0.005496	2016-09-22 00:50:17
0.949951	0	0.005554	2016-09-22 00:58:23
1.000000	0	0.005647	2016-09-22 01:07:10
