amp0	transition	omega	date
0.000000	0	0.000000	2016-08-31 20:44:53
0.050049	0	0.000907	2016-08-31 20:50:08
0.100098	0	0.001017	2016-08-31 20:55:23
0.149902	0	0.001260	2016-08-31 21:00:38
0.199951	0	0.001507	2016-08-31 21:05:53
0.399902	0	0.002663	2016-08-31 21:10:52
0.600098	0	0.003906	2016-08-31 21:15:45
0.699951	0	0.004352	2016-08-31 21:20:39
0.800049	0	0.004746	2016-08-31 21:25:37
0.850098	0	0.004800	2016-08-31 21:30:40
0.899902	0	0.004901	2016-08-31 21:35:48
0.949951	0	0.005005	2016-08-31 21:40:59
1.000000	0	0.005078	2016-08-31 21:46:30
