amp0	transition	omega	date
0.000000	0	0.000000	2016-10-02 03:14:32
0.024999	0	0.000600	2016-10-02 03:19:27
0.100098	0	0.001304	2016-10-02 03:24:21
0.149902	0	0.001481	2016-10-02 03:29:14
0.199951	0	0.001726	2016-10-02 03:34:07
0.300049	0	0.002264	2016-10-02 03:38:49
0.399902	0	0.002820	2016-10-02 03:43:28
0.500000	0	0.003377	2016-10-02 03:48:05
0.600098	0	0.003993	2016-10-02 03:52:43
0.699951	0	0.004535	2016-10-02 03:57:25
0.800049	0	0.004884	2016-10-02 04:02:34
0.850098	0	0.004968	2016-10-02 04:07:50
0.899902	0	0.005075	2016-10-02 04:13:36
0.949951	0	0.005159	2016-10-02 04:19:32
1.000000	0	0.005233	2016-10-02 04:25:42
