20220401-h12m48s16	[72240.41900944     0.01492919     0.75298472   848.87492646]
20220401-h15m07s05	[5230.46068917    0.00745491    0.6172512   474.16124841]
20220401-h15m07s11	[5020.28483226    0.008519      0.62334425  546.00555944]
20220401-h15m07s36	[0 0 0 0]
20220405-h10m23s22	[0 0 0 0]
20220405-h10m24s21	[0 0 0 0]
20220405-h12m50s30	[0 0 0 0]
20220405-h12m54s18	[0 0 0 0]
20220405-h18m05s18	[0 0 0 0]
20220405-h18m05s46	[0 0 0 0]
20220405-h18m06s00	[5883.18012994    0.00750256    2.27981477  525.87537453]
20220405-h18m15s50	[6462.84303714    0.00557274    2.13933455  606.21519107]
20220405-h18m16s16	[6025.99601337    0.0086832     2.17748583  499.92848081]
20220406-h17m52s37	[0 0 0 0]
20220406-h17m53s11	[0 0 0 0]
20220406-h17m53s49	[0 0 0 0]
20220406-h17m54s02	[5622.51405221    0.00986229    1.24158116  493.01776737]
20220406-h17m55s07	[6333.7626746     0.00812366    1.22847514  506.84713801]
20220406-h17m59s09	[5153.54220407    0.00848433    1.17474216  507.18938129]
20220406-h18m03s41	[3819.81956078    0.00828881    1.16424575  530.87345072]
20220406-h18m05s10	[5656.7702711     0.0073556     1.19467877  563.48401359]
20220406-h18m06s28	[5310.51977219    0.006534      1.10298459  547.35977126]
20220406-h18m07s44	[5009.58578635    0.00605668    1.21113615  565.09418917]
20220406-h18m08s58	[3978.63428921    0.00789828    1.14892043  498.15929529]
20220406-h18m10s18	[3083.59052332    0.01007678    1.18168984  515.45955044]
20220406-h18m11s34	[3286.55873234    0.0106376     1.14123137  504.34952698]
20220406-h18m12s50	[3403.33048406    0.00808224    1.13624818  536.31967023]
20220406-h18m14s06	[4048.57557336    0.00679902    1.10452899  512.49009471]
20220406-h18m15s22	[2822.46171275    0.00751325    1.07664673  568.21106108]
20220406-h18m16s38	[3114.38995668    0.00872954    1.09926216  511.96079817]
20220406-h18m17s55	[3883.95084424    0.00800908    1.09142331  448.75059756]
20220406-h18m19s11	[4907.80575521    0.00573069    1.10731879  558.07992093]
20220406-h18m20s29	[3288.78059227    0.00932172    1.17707987  563.35839022]
20220406-h18m21s46	[3547.34674586    0.00929153    1.07125861  490.2195712 ]
20220406-h18m23s02	[5100.31416486    0.0080657     1.13885356  471.7852303 ]
20220406-h18m24s18	[3760.68320863    0.00861835    1.1197454   553.08366084]
20220406-h18m25s34	[3616.54238886    0.00980772    1.12352582  471.74386847]
20220406-h18m26s50	[4170.61956405    0.0061478     1.04881854  589.408076  ]
20220406-h18m28s09	[3377.46467194    0.0079519     1.16663452  532.23848884]
20220406-h18m29s30	[5231.70472683    0.00686144    1.18948303  532.93026271]
20220406-h18m30s49	[4558.75820445    0.00616168    1.16699088  549.64978692]
20220406-h18m32s05	[4664.7006504     0.00712652    1.1211447   519.58818162]
20220406-h18m33s21	[4688.28976488    0.00677822    1.06722929  520.77240129]
20220406-h18m34s39	[5358.31265307    0.00721881    1.17910576  514.7137853 ]
20220406-h18m35s55	[5251.57674094    0.00781873    1.05183079  533.59690503]
20220406-h18m37s12	[5788.00677064    0.00895523    1.07248543  487.45350464]
20220406-h18m38s32	[5066.19437449    0.01010502    1.17453112  546.95327177]
20220406-h18m39s49	[8260.66619985    0.00616762    1.09402506  566.61914198]
20220406-h18m41s17	[5688.88479618    0.00793075    1.17493238  561.68534946]
20220406-h18m42s33	[6784.0947226     0.00692073    1.10598024  559.54757397]
20220406-h18m43s50	[7061.13096289    0.00751946    1.13191591  536.17892041]
20220406-h18m45s06	[5268.74436712    0.0082239     1.07055152  505.08042475]
20220406-h18m46s24	[5597.1734587     0.00916275    1.12734781  474.64899916]
20220406-h18m47s42	[5847.42510868    0.00893349    1.18727648  530.76421024]
20220406-h18m49s01	[8297.08986328    0.00571284    1.11942473  535.8278525 ]
20220406-h18m50s27	[5789.41787893    0.00766095    1.09413051  502.5887046 ]
20220406-h18m51s57	[6019.61525948    0.0059415     1.18240448  535.79824222]
20220406-h18m53s14	[6052.02358382    0.00712754    1.07083447  534.16181438]
20220406-h18m54s33	[4881.28481612    0.00993563    1.09334294  477.60253745]
20220406-h18m55s55	[6621.03754462    0.00777642    1.1562439   500.02074418]
20220406-h18m57s12	[5730.45300169    0.00821354    1.04543666  546.57348734]
20220406-h18m58s29	[6036.83951872    0.00753049    1.06808193  508.83846343]
20220406-h19m03s51	[3470.5876479     0.00917331    1.07208131  500.29120184]
20220406-h19m05s07	[3961.56216346    0.00830995    1.07457364  517.59814687]
20220406-h19m06s23	[3238.44627689    0.00788722    1.05485135  458.50980699]
20220406-h19m07s44	[3553.78035856    0.00687685    1.12883003  493.91685997]
