20220117-h16m17s51	[78755.40157337     0.00753441    -0.80763812  1572.01384901]
20220117-h16m31s06	[78755.40157337     0.00753441    -0.80763812  1572.01384901]
20220117-h16m36s10	[113126.98134643      0.0092892       0.54212121   1429.99136166]
20220117-h16m36s37	[111367.10636406      0.00903085      0.56095048   1131.75499462]
20220117-h16m40s05	[111367.10636406      0.00903085      0.56095048   1131.75499462]
20220117-h16m42s08	[18240.47359388     0.00822334     0.64552484  1329.82121281]
20220117-h16m48s46	[16474.4225972      0.00801556     0.56981827  1468.29124392]
20220117-h16m49s11	[17958.10867124     0.00730256     0.5752252   1291.74287465]
20220117-h16m49s37	[15404.82835751     0.00885949     0.65305962  1308.33031353]
20220117-h16m50s18	[10450.33070606     0.00982856     0.67283048  1283.27512853]
20220117-h16m50s47	[16802.4925655      0.00883134     0.68608807  1363.03090767]
20220117-h16m51s25	[17638.87280121     0.00857786     0.64348758  1305.13249428]
20220117-h16m51s51	[13134.98970672     0.00890969     0.51976317  1548.60582608]
20220117-h16m52s28	[17109.06726577     0.00621927     0.58240148  1590.14273619]
20220117-h16m52s54	[16106.92325768     0.00885541     0.56728325  1553.02180742]
20220117-h16m53s32	[15954.7753685      0.00851592     0.60172669  1566.6604924 ]
20220117-h16m53s58	[15814.28835733     0.01003289     0.6370722   1457.7184757 ]
20220117-h16m54s34	[13771.80133339     0.01020615     0.55961556  1586.44105608]
20220117-h16m55s05	[15505.27336479     0.00889159     0.71228544  1408.60519383]
20220117-h16m55s43	[14503.51427658     0.00980886     0.67203077  1524.22334538]
20220117-h16m56s09	[15609.15707126     0.01054315     0.59725369  1521.54582966]
20220117-h16m56s46	[12428.47980005     0.00842562     0.64788528  1710.28012971]
20220117-h16m57s12	[13788.95257687     0.01229957     0.63091373  1587.82485273]
20220117-h16m57s55	[15159.09941653     0.0109866      0.68653029  1346.44907839]
20220117-h16m58s23	[19821.57835463     0.00781208     0.65090487  1310.70991307]
20220117-h16m59s01	[17121.45305867     0.00772947     0.67343739  1271.10008694]
20220117-h16m59s30	[20282.22710135     0.00848193     0.71326554  1280.70891351]
20220117-h17m00s08	[14777.69501501     0.00963119     0.62442322  1194.87454376]
20220117-h17m00s35	[16204.38797041     0.00883152     0.53566713  1418.67259888]
20220117-h17m01s11	[19518.41541106     0.00804289     0.64505563  1309.45950087]
20220117-h17m01s37	[24855.41981471     0.00513237     0.64569139  1359.08510132]
20220117-h17m02s13	[22069.57458974     0.00744322     0.5693693   1310.75057434]
20220117-h17m02s39	[13202.16953264     0.01103815     0.59143281  1336.24495964]
20220117-h17m03s18	[17242.18289611     0.00996709     0.65618984  1182.63454023]
20220117-h17m03s44	[16338.83866        0.00824465     0.65434574  1327.66174864]
20220117-h17m04s27	[17812.64238447     0.00894084     0.6487234   1337.46041201]
20220117-h17m04s53	[20158.36410659     0.00711904     0.60406866  1280.87456427]
20220117-h17m05s30	[21781.8479881      0.0071887      0.62012452  1128.61153698]
20220117-h17m05s56	[18136.90269475     0.00759743     0.62389818  1174.05040259]
20220117-h17m06s35	[17929.09593809     0.00882212     0.68602948  1114.52191633]
20220117-h17m07s03	[17089.27488301     0.00937814     0.6532777   1216.56942862]
20220117-h17m31s44	[18235.70298631     0.00553617     0.66125565  1521.71610612]
20220117-h17m32s25	[16072.35798779     0.00818046     0.68382012  1383.01563577]
20220117-h17m33s38	[18346.98460474     0.0064834      0.68588685  1460.8865434 ]
20220117-h17m34s50	[17098.27378528     0.00787357     0.66479226  1437.4956996 ]
20220117-h17m36s04	[23187.66022004     0.00578733     0.74932553  1574.56862839]
