x0000,y0000
1.372851215,0,
1.37462952,56.25,
1.376407825,0,
1.378186129,112.5,
1.379964434,56.25,
1.381742739,56.25,
1.383521043,56.25,
1.385299348,56.25,
1.387077653,168.75,
1.388855957,0,
1.390634262,112.5,
1.392412567,56.25,
1.394190871,112.5,
1.395969176,168.75,
1.397747481,0,
1.399525785,0,
1.40130409,56.25,
1.403082395,0,
1.404860699,56.25,
1.406639004,0,
1.408417309,225,
1.410195614,0,
1.411973918,56.25,
1.413752223,56.25,
1.415530528,56.25,
1.417308832,0,
1.419087137,56.25,
1.420865442,0,
1.422643746,0,
1.424422051,0,
1.426200356,0,
1.42797866,168.75,
1.429756965,112.5,
1.43153527,112.5,
1.433313574,56.25,
1.435091879,56.25,
1.436870184,112.5,
1.438648488,56.25,
1.440426793,0,
1.442205098,0,
1.443983402,56.25,
1.445761707,0,
1.447540012,0,
1.449318317,56.25,
1.451096621,225,
1.452874926,112.5,
1.454653231,56.25,
1.456431535,0,
1.45820984,56.25,
1.459988145,0,
1.461766449,0,
1.463544754,56.25,
1.465323059,0,
1.467101363,56.25,
1.468879668,168.75,
1.470657973,56.25,
1.472436277,0,
1.474214582,0,
1.475992887,56.25,
1.477771191,112.5,
1.479549496,0,
1.481327801,56.25,
1.483106106,56.25,
1.48488441,112.5,
1.486662715,56.25,
1.48844102,225,
1.490219324,56.25,
1.491997629,56.25,
1.493775934,56.25,
1.495554238,112.5,
1.497332543,56.25,
1.499110848,0,
1.500889152,56.25,
1.502667457,112.5,
1.504445762,112.5,
1.506224066,112.5,
1.508002371,0,
1.509780676,112.5,
1.51155898,168.75,
1.513337285,0,
1.51511559,0,
1.516893894,56.25,
1.518672199,112.5,
1.520450504,112.5,
1.522228809,0,
1.524007113,56.25,
1.525785418,0,
1.527563723,0,
1.529342027,56.25,
1.531120332,56.25,
1.532898637,56.25,
1.534676941,0,
1.536455246,0,
1.538233551,0,
1.540011855,112.5,
1.54179016,225,
1.543568465,168.75,
1.545346769,56.25,
1.547125074,0,
1.548903379,0,
1.550681683,112.5,
1.552459988,56.25,
1.554238293,0,
1.556016598,56.25,
1.557794902,112.5,
1.559573207,0,
1.561351512,56.25,
1.563129816,0,
1.564908121,225,
1.566686426,0,
1.56846473,0,
1.570243035,0,
1.57202134,0,
1.573799644,112.5,
1.575577949,56.25,
1.577356254,281.25,
1.579134558,0,
1.580912863,112.5,
1.582691168,56.25,
1.584469472,225,
1.586247777,0,
1.588026082,0,
1.589804386,56.25,
1.591582691,112.5,
1.593360996,112.5,
1.595139301,56.25,
1.596917605,0,
1.59869591,56.25,
1.600474215,0,
1.602252519,112.5,
1.604030824,168.75,
1.605809129,112.5,
1.607587433,112.5,
1.609365738,56.25,
1.611144043,0,
1.612922347,112.5,
1.614700652,168.75,
1.616478957,0,
1.618257261,56.25,
1.620035566,56.25,
1.621813871,56.25,
1.623592175,56.25,
1.62537048,112.5,
1.627148785,168.75,
1.62892709,0,
1.630705394,0,
1.632483699,168.75,
1.634262004,0,
1.636040308,0,
1.637818613,0,
1.639596918,168.75,
1.641375222,0,
1.643153527,56.25,
1.644931832,112.5,
1.646710136,56.25,
1.648488441,56.25,
1.650266746,0,
1.65204505,0,
1.653823355,56.25,
1.65560166,56.25,
1.657379964,56.25,
1.659158269,56.25,
1.660936574,168.75,
1.662714878,112.5,
1.664493183,0,
1.666271488,112.5,
1.668049793,56.25,
1.669828097,56.25,
1.671606402,0,
1.673384707,0,
1.675163011,225,
1.676941316,56.25,
1.678719621,112.5,
1.680497925,0,
1.68227623,112.5,
1.684054535,0,
1.685832839,0,
1.687611144,112.5,
1.689389449,56.25,
1.691167753,112.5,
1.692946058,56.25,
1.694724363,56.25,
1.696502667,56.25,
1.698280972,168.75,
1.700059277,56.25,
1.701837582,0,
1.703615886,0,
1.705394191,56.25,
1.707172496,0,
1.7089508,225,
1.710729105,112.5,
1.71250741,0,
1.714285714,112.5,
1.716064019,56.25,
1.717842324,0,
1.719620628,168.75,
1.721398933,112.5,
1.723177238,56.25,
1.724955542,0,
1.726733847,56.25,
1.728512152,0,
1.730290456,0,
1.732068761,0,
1.733847066,0,
1.73562537,56.25,
1.737403675,112.5,
1.73918198,56.25,
1.740960285,0,
1.742738589,0,
1.744516894,56.25,
1.746295199,168.75,
1.748073503,56.25,
1.749851808,56.25,
1.751630113,225,
1.753408417,112.5,
1.755186722,0,
1.756965027,112.5,
1.758743331,112.5,
1.760521636,0,
1.762299941,0,
1.764078245,0,
1.76585655,0,
1.767634855,112.5,
1.769413159,0,
1.771191464,112.5,
1.772969769,112.5,
1.774748074,56.25,
1.776526378,0,
1.778304683,112.5,
1.780082988,0,
1.781861292,0,
1.783639597,56.25,
1.785417902,0,
1.787196206,0,
1.788974511,112.5,
1.790752816,56.25,
1.79253112,56.25,
1.794309425,56.25,
1.79608773,112.5,
1.797866034,56.25,
1.799644339,56.25,
1.801422644,0,
1.803200948,0,
1.804979253,56.25,
1.806757558,56.25,
1.808535862,56.25,
1.810314167,112.5,
1.812092472,0,
1.813870777,0,
1.815649081,112.5,
1.817427386,0,
1.819205691,0,
1.820983995,0,
1.8227623,56.25,
1.824540605,0,
1.826318909,56.25,
1.828097214,0,
1.829875519,0,
1.831653823,0,
1.833432128,56.25,
1.835210433,56.25,
1.836988737,0,
1.838767042,0,
1.840545347,168.75,
1.842323651,0,
1.844101956,168.75,
1.845880261,112.5,
1.847658566,0,
1.84943687,0,
1.851215175,56.25,
1.85299348,0,
1.854771784,0,
1.856550089,112.5,
1.858328394,0,
1.860106698,56.25,
1.861885003,56.25,
1.863663308,56.25,
1.865441612,112.5,
1.867219917,0,
1.868998222,112.5,
1.870776526,56.25,
1.872554831,112.5,
1.874333136,56.25,
1.87611144,56.25,
1.877889745,112.5,
1.87966805,0,
1.881446354,168.75,
1.883224659,0,
1.885002964,0,
1.886781269,0,
1.888559573,56.25,
1.890337878,0,
1.892116183,0,
1.893894487,112.5,
1.895672792,0,
1.897451097,56.25,
1.899229401,56.25,
1.901007706,56.25,
1.902786011,56.25,
1.904564315,56.25,
1.90634262,0,
1.908120925,56.25,
1.909899229,56.25,
1.911677534,56.25,
1.913455839,56.25,
1.915234143,56.25,
1.917012448,56.25,
1.918790753,112.5,
1.920569057,112.5,
1.922347362,112.5,
1.924125667,56.25,
1.925903972,112.5,
1.927682276,112.5,
1.929460581,56.25,
1.931238886,0,
1.93301719,56.25,
1.934795495,225,
1.9365738,56.25,
1.938352104,56.25,
1.940130409,0,
1.941908714,0,
1.943687018,168.75,
1.945465323,168.75,
1.947243628,168.75,
1.949021932,168.75,
1.950800237,0,
1.952578542,0,
1.954356846,0,
1.956135151,56.25,
1.957913456,112.5,
1.959691761,112.5,
1.961470065,0,
1.96324837,0,
1.965026675,0,
1.966804979,0,
1.968583284,0,
1.970361589,112.5,
1.972139893,0,
1.973918198,0,
1.975696503,112.5,
1.977474807,0,
1.979253112,112.5,
1.981031417,56.25,
1.982809721,112.5,
1.984588026,0,
1.986366331,168.75,
1.988144635,112.5,
1.98992294,0,
1.991701245,0,
1.993479549,56.25,
1.995257854,0,
1.997036159,0,
1.998814464,112.5,
2.000592768,112.5,
2.002371073,56.25,
2.004149378,112.5,
2.005927682,56.25,
2.007705987,0,
2.009484292,56.25,
2.011262596,56.25,
2.013040901,56.25,
2.014819206,112.5,
2.01659751,56.25,
2.018375815,0,
2.02015412,112.5,
2.021932424,56.25,
2.023710729,0,
2.025489034,0,
2.027267338,56.25,
2.029045643,0,
2.030823948,0,
2.032602253,168.75,
2.034380557,56.25,
2.036158862,56.25,
2.037937167,0,
2.039715471,56.25,
2.041493776,0,
2.043272081,0,
2.045050385,56.25,
2.04682869,0,
2.048606995,112.5,
2.050385299,0,
2.052163604,56.25,
2.053941909,0,
2.055720213,0,
2.057498518,56.25,
2.059276823,56.25,
2.061055127,0,
2.062833432,168.75,
2.064611737,0,
2.066390041,56.25,
2.068168346,56.25,
2.069946651,112.5,
2.071724956,56.25,
2.07350326,56.25,
2.075281565,0,
2.07705987,112.5,
2.078838174,0,
2.080616479,168.75,
2.082394784,56.25,
2.084173088,56.25,
2.085951393,0,
2.087729698,168.75,
2.089508002,112.5,
2.091286307,0,
2.093064612,0,
2.094842916,112.5,
2.096621221,112.5,
2.098399526,112.5,
2.10017783,56.25,
2.101956135,0,
2.10373444,0,
2.105512745,0,
2.107291049,168.75,
2.109069354,56.25,
2.110847659,0,
2.112625963,56.25,
2.114404268,56.25,
2.116182573,168.75,
2.117960877,0,
2.119739182,112.5,
2.121517487,56.25,
2.123295791,112.5,
2.125074096,56.25,
2.126852401,168.75,
2.128630705,56.25,
2.13040901,225,
2.132187315,112.5,
2.133965619,56.25,
2.135743924,0,
2.137522229,56.25,
2.139300533,0,
2.141078838,0,
2.142857143,225,
2.144635448,56.25,
2.146413752,56.25,
2.148192057,56.25,
2.149970362,225,
2.151748666,112.5,
2.153526971,56.25,
2.155305276,0,
2.15708358,112.5,
2.158861885,112.5,
2.16064019,56.25,
2.162418494,56.25,
2.164196799,56.25,
2.165975104,168.75,
2.167753408,0,
2.169531713,168.75,
2.171310018,112.5,
2.173088322,0,
2.174866627,112.5,
2.176644932,56.25,
2.178423237,0,
2.180201541,56.25,
2.181979846,168.75,
2.183758151,0,
2.185536455,168.75,
2.18731476,0,
2.189093065,56.25,
2.190871369,0,
2.192649674,112.5,
2.194427979,168.75,
2.196206283,112.5,
2.197984588,168.75,
2.199762893,0,
2.201541197,168.75,
2.203319502,56.25,
2.205097807,56.25,
2.206876111,112.5,
2.208654416,0,
2.210432721,0,
2.212211025,112.5,
2.21398933,0,
2.215767635,56.25,
2.21754594,0,
2.219324244,168.75,
2.221102549,0,
2.222880854,56.25,
2.224659158,0,
2.226437463,0,
2.228215768,112.5,
2.229994072,281.25,
2.231772377,112.5,
2.233550682,112.5,
2.235328986,0,
2.237107291,0,
2.238885596,112.5,
2.2406639,56.25,
2.242442205,56.25,
2.24422051,0,
2.245998814,0,
2.247777119,0,
2.249555424,56.25,
2.251333729,112.5,
2.253112033,56.25,
2.254890338,56.25,
2.256668643,168.75,
2.258446947,56.25,
2.260225252,0,
2.262003557,56.25,
2.263781861,168.75,
2.265560166,168.75,
2.267338471,56.25,
2.269116775,112.5,
2.27089508,112.5,
2.272673385,112.5,
2.274451689,168.75,
2.276229994,56.25,
2.278008299,56.25,
2.279786603,112.5,
2.281564908,112.5,
2.283343213,168.75,
2.285121517,225,
2.286899822,56.25,
2.288678127,112.5,
2.290456432,112.5,
2.292234736,56.25,
2.294013041,0,
2.295791346,168.75,
2.29756965,112.5,
2.299347955,56.25,
2.30112626,56.25,
2.302904564,0,
2.304682869,56.25,
2.306461174,0,
2.308239478,0,
2.310017783,56.25,
2.311796088,0,
2.313574392,0,
2.315352697,112.5,
2.317131002,225,
2.318909306,112.5,
2.320687611,56.25,
2.322465916,56.25,
2.324244221,56.25,
2.326022525,0,
2.32780083,112.5,
2.329579135,56.25,
2.331357439,56.25,
2.333135744,0,
2.334914049,0,
2.336692353,0,
2.338470658,0,
2.340248963,0,
2.342027267,112.5,
2.343805572,0,
2.345583877,112.5,
2.347362181,168.75,
2.349140486,56.25,
2.350918791,56.25,
2.352697095,56.25,
2.3544754,0,
2.356253705,56.25,
2.358032009,56.25,
2.359810314,168.75,
2.361588619,56.25,
2.363366924,0,
2.365145228,0,
2.366923533,56.25,
2.368701838,0,
2.370480142,56.25,
2.372258447,112.5,
2.374036752,112.5,
2.375815056,225,
2.377593361,0,
2.379371666,56.25,
2.38114997,112.5,
2.382928275,112.5,
2.38470658,56.25,
2.386484884,56.25,
2.388263189,168.75,
2.390041494,0,
2.391819798,112.5,
2.393598103,56.25,
2.395376408,56.25,
2.397154713,0,
2.398933017,168.75,
2.400711322,112.5,
2.402489627,112.5,
2.404267931,112.5,
2.406046236,0,
2.407824541,112.5,
2.409602845,0,
2.41138115,112.5,
2.413159455,112.5,
2.414937759,0,
2.416716064,0,
2.418494369,0,
2.420272673,56.25,
2.422050978,112.5,
2.423829283,56.25,
2.425607587,56.25,
2.427385892,0,
2.429164197,56.25,
2.430942501,56.25,
2.432720806,337.5,
2.434499111,112.5,
2.436277416,56.25,
2.43805572,0,
2.439834025,0,
2.44161233,56.25,
2.443390634,0,
2.445168939,168.75,
2.446947244,56.25,
2.448725548,0,
2.450503853,0,
2.452282158,0,
2.454060462,56.25,
2.455838767,112.5,
2.457617072,56.25,
2.459395376,0,
2.461173681,0,
2.462951986,56.25,
2.46473029,0,
2.466508595,56.25,
2.4682869,56.25,
2.470065205,56.25,
2.471843509,56.25,
2.473621814,56.25,
2.475400119,56.25,
2.477178423,0,
2.478956728,56.25,
2.480735033,168.75,
2.482513337,56.25,
2.484291642,0,
2.486069947,168.75,
2.487848251,0,
2.489626556,0,
2.491404861,112.5,
2.493183165,0,
2.49496147,56.25,
2.496739775,0,
2.498518079,0,
2.500296384,112.5,
2.502074689,0,
2.503852993,56.25,
2.505631298,0,
2.507409603,0,
2.509187908,56.25,
2.510966212,112.5,
2.512744517,0,
2.514522822,56.25,
2.516301126,112.5,
2.518079431,0,
2.519857736,0,
2.52163604,56.25,
2.523414345,0,
2.52519265,0,
2.526970954,0,
2.528749259,112.5,
2.530527564,112.5,
2.532305868,56.25,
2.534084173,56.25,
2.535862478,225,
2.537640782,112.5,
2.539419087,56.25,
2.541197392,112.5,
2.542975697,56.25,
2.544754001,0,
2.546532306,0,
2.548310611,0,
2.550088915,0,
2.55186722,0,
2.553645525,0,
2.555423829,112.5,
2.557202134,281.25,
2.558980439,112.5,
2.560758743,0,
2.562537048,0,
2.564315353,56.25,
2.566093657,56.25,
2.567871962,0,
2.569650267,56.25,
2.571428571,56.25,
2.573206876,0,
2.574985181,112.5,
2.576763485,0,
2.57854179,0,
2.580320095,112.5,
2.5820984,225,
2.583876704,56.25,
2.585655009,112.5,
2.587433314,56.25,
2.589211618,112.5,
2.590989923,112.5,
2.592768228,56.25,
2.594546532,112.5,
2.596324837,56.25,
2.598103142,56.25,
2.599881446,56.25,
2.601659751,112.5,
2.603438056,56.25,
2.60521636,56.25,
2.606994665,0,
2.60877297,56.25,
2.610551274,0,
2.612329579,56.25,
2.614107884,112.5,
2.615886189,0,
2.617664493,56.25,
2.619442798,0,
2.621221103,0,
2.622999407,0,
2.624777712,56.25,
2.626556017,112.5,
2.628334321,168.75,
2.630112626,0,
2.631890931,0,
2.633669235,56.25,
2.63544754,112.5,
2.637225845,56.25,
2.639004149,0,
2.640782454,0,
2.642560759,56.25,
2.644339063,168.75,
2.646117368,56.25,
2.647895673,0,
2.649673977,56.25,
2.651452282,56.25,
2.653230587,112.5,
2.655008892,0,
2.656787196,56.25,
2.658565501,56.25,
2.660343806,112.5,
2.66212211,112.5,
2.663900415,0,
2.66567872,56.25,
2.667457024,56.25,
2.669235329,56.25,
2.671013634,0,
2.672791938,168.75,
2.674570243,0,
2.676348548,0,
2.678126852,112.5,
2.679905157,0,
2.681683462,0,
2.683461766,56.25,
2.685240071,56.25,
2.687018376,56.25,
2.68879668,0,
2.690574985,112.5,
2.69235329,56.25,
2.694131595,56.25,
2.695909899,112.5,
2.697688204,56.25,
2.699466509,0,
2.701244813,56.25,
2.703023118,56.25,
2.704801423,0,
2.706579727,56.25,
2.708358032,56.25,
2.710136337,112.5,
2.711914641,56.25,
2.713692946,0,
2.715471251,56.25,
2.717249555,112.5,
2.71902786,56.25,
2.720806165,56.25,
2.722584469,0,
2.724362774,0,
2.726141079,112.5,
2.727919384,0,
2.729697688,0,
2.731475993,56.25,
2.733254298,56.25,
2.735032602,0,
2.736810907,112.5,
2.738589212,0,
2.740367516,112.5,
2.742145821,56.25,
2.743924126,56.25,
2.74570243,0,
2.747480735,112.5,
2.74925904,0,
2.751037344,0,
2.752815649,56.25,
2.754593954,56.25,
2.756372258,112.5,
2.758150563,112.5,
2.759928868,112.5,
2.761707172,0,
2.763485477,0,
2.765263782,0,
2.767042087,112.5,
2.768820391,0,
2.770598696,0,
2.772377001,168.75,
2.774155305,56.25,
2.77593361,0,
2.777711915,168.75,
2.779490219,112.5,
2.781268524,0,
2.783046829,0,
2.784825133,0,
2.786603438,0,
2.788381743,56.25,
2.790160047,56.25,
2.791938352,112.5,
2.793716657,56.25,
2.795494961,56.25,
2.797273266,56.25,
2.799051571,0,
2.800829876,0,
2.80260818,56.25,
2.804386485,168.75,
2.80616479,112.5,
2.807943094,0,
2.809721399,56.25,
2.811499704,56.25,
2.813278008,112.5,
2.815056313,112.5,
2.816834618,112.5,
2.818612922,112.5,
2.820391227,0,
2.822169532,0,
2.823947836,0,
2.825726141,0,
2.827504446,56.25,
2.82928275,0,
2.831061055,0,
2.83283936,56.25,
2.834617664,112.5,
2.836395969,112.5,
2.838174274,168.75,
2.839952579,56.25,
2.841730883,0,
2.843509188,112.5,
2.845287493,56.25,
2.847065797,0,
2.848844102,168.75,
2.850622407,0,
2.852400711,112.5,
2.854179016,56.25,
2.855957321,56.25,
2.857735625,56.25,
2.85951393,112.5,
2.861292235,112.5,
2.863070539,0,
2.864848844,0,
2.866627149,168.75,
2.868405453,0,
2.870183758,56.25,
2.871962063,112.5,
2.873740368,112.5,
2.875518672,56.25,
2.877296977,112.5,
2.879075282,112.5,
2.880853586,56.25,
2.882631891,112.5,
2.884410196,0,
2.8861885,0,
2.887966805,56.25,
2.88974511,56.25,
2.891523414,0,
2.893301719,56.25,
2.895080024,56.25,
2.896858328,112.5,
2.898636633,281.25,
2.900414938,112.5,
2.902193242,56.25,
2.903971547,0,
2.905749852,112.5,
2.907528156,0,
2.909306461,0,
2.911084766,56.25,
2.912863071,112.5,
2.914641375,168.75,
2.91641968,56.25,
2.918197985,112.5,
2.919976289,56.25,
2.921754594,0,
2.923532899,112.5,
2.925311203,0,
2.927089508,112.5,
2.928867813,112.5,
2.930646117,56.25,
2.932424422,112.5,
2.934202727,112.5,
2.935981031,56.25,
2.937759336,112.5,
2.939537641,112.5,
2.941315945,112.5,
2.94309425,56.25,
2.944872555,56.25,
2.94665086,112.5,
2.948429164,56.25,
2.950207469,56.25,
2.951985774,56.25,
2.953764078,168.75,
2.955542383,0,
2.957320688,56.25,
2.959098992,225,
2.960877297,225,
2.962655602,56.25,
2.964433906,0,
2.966212211,56.25,
2.967990516,56.25,
2.96976882,56.25,
2.971547125,112.5,
2.97332543,168.75,
2.975103734,112.5,
2.976882039,112.5,
2.978660344,112.5,
2.980438648,56.25,
2.982216953,112.5,
2.983995258,168.75,
2.985773563,0,
2.987551867,0,
2.989330172,168.75,
2.991108477,56.25,
2.992886781,0,
2.994665086,0,
2.996443391,0,
2.998221695,0,
3,112.5,
