amp0	transition	omega	date
0.000000	0	0.000000	2016-08-25 13:28:46
0.050049	0	0.001549	2016-08-25 13:38:29
0.100098	0	0.003122	2016-08-25 13:47:54
0.149902	0	0.004677	2016-08-25 13:57:15
0.199951	0	0.006220	2016-08-25 14:06:32
0.399902	0	0.012254	2016-08-25 14:15:43
0.600098	0	0.018225	2016-08-25 14:24:55
0.699951	0	0.020606	2016-08-25 14:34:03
0.800049	0	0.022374	2016-08-25 14:43:15
0.850098	0	0.023027	2016-08-25 14:52:26
0.899902	0	0.023427	2016-08-25 15:01:39
0.949951	0	0.023844	2016-08-25 15:10:53
1.000000	0	0.024261	2016-08-25 15:20:06
