amp0	transition	omega	date
0.0	0	0.0	19700101-h00m00s00
0.099609375	0	0.00239111484911	2018-05-04 15:51:43.432000
0.19921875	0	0.00478222969822	2018-05-04 15:51:43.432000
0.2001953125	0	0.00480567200066	2018-05-04 15:51:43.432000
0.298828125	0	0.00717334454733	2018-05-04 15:51:43.432000
0.2998046875	0	0.00725500731474	2018-05-04 15:54:54.186000
0.39990234375	0	0.00956617330975	2018-05-04 15:58:05.036000
0.5	0	0.0119805120171	2018-05-04 16:01:17.765000
0.60009765625	0	0.0143087228839	2018-05-04 16:04:55.887000
0.7001953125	0	0.016602380616	2018-05-04 16:08:08.590000
0.7998046875	0	0.0190296702779	2018-05-04 16:11:21.019000
0.89990234375	0	0.0219178195974	2018-05-04 16:14:33.981000
1.0	0	0.0240375379111	2018-05-04 16:17:48.935000
