amp0	transition	omega	date
0.000000	0	0.000000	2016-09-21 19:11:44
0.050049	0	0.001552	2016-09-21 19:23:54
0.100098	0	0.003107	2016-09-21 19:35:52
0.149902	0	0.004667	2016-09-21 19:47:46
0.199951	0	0.006197	2016-09-21 19:59:36
0.300049	0	0.009272	2016-09-21 20:11:20
0.399902	0	0.012347	2016-09-21 20:23:08
0.500000	0	0.015239	2016-09-21 20:34:54
0.600098	0	0.018173	2016-09-21 20:46:40
0.699951	0	0.020603	2016-09-21 20:58:27
0.800049	0	0.022292	2016-09-21 21:10:14
0.850098	0	0.022937	2016-09-21 21:21:57
0.899902	0	0.023346	2016-09-21 21:33:43
0.949951	0	0.023906	2016-09-21 21:45:32
1.000000	0	0.024386	2016-09-21 21:57:22
