amp0	transition	omega	date
0.000000	0	0.000000	2016-08-17 10:50:45
0.100000	0	0.003111	2016-08-17 10:50:45
0.200000	0	0.006261	2016-08-17 10:50:45
0.350000	0	0.010828	2016-08-17 10:50:45
0.400000	0	0.012375	2016-08-17 10:50:45
0.500000	0	0.015411	2016-08-17 10:50:45
0.600000	0	0.018249	2016-08-17 10:50:45
0.700000	0	0.020766	2016-08-17 10:50:45
0.750000	0	0.021578	2016-08-17 10:50:45
0.800000	0	0.022377	2016-08-17 10:50:45
0.850000	0	0.022952	2016-08-17 10:50:45
0.900000	0	0.023544	2016-08-17 10:50:45
0.950000	0	0.023942	2016-08-17 10:50:45
1.000000	0	0.024306	2016-08-17 10:50:45
