20160726-h12m03s49	-0.0121456659658	-0.763306444173
20160726-h12m09s17	-0.026774786333	1.01236757297
20160726-h12m31s38	-0.0249185031848	1.01290859959
20160726-h13m30s04	0.0403422252247	0.876132252702
20160726-h13m55s31	0.0403422252247	0.876132252702
20160726-h13m56s29	0.0403422252247	0.876132252702
20160726-h14m01s33	0.0914476346748	0.99677021583
20160726-h14m20s07	1.39976326324	-1.59329270691
20160726-h14m21s17	1.39976326324	-1.59329270691
20160726-h14m24s01	0.102725022222	0.675887899097
20160726-h14m28s02	0.0909856717222	0.982417903896
20160726-h14m37s40	0.0908022013683	0.983154480417
