20160616-h09m03s21	31.7379	152.2026	123.85	0.0
20160616-h09m09s42	31.7379	152.2026	123.85	0.0
20160616-h09m13s49	31.7379	152.2026	123.85	-0.0
20160616-h09m14s09	31.7379	152.2026	123.85	0.0
20160616-h09m15s01	31.7379	152.2026	123.85	0.0
20160616-h09m15s53	31.7379	152.2026	123.85	0.0
20160616-h09m16s46	31.7379	152.2026	123.85	0.0
20160616-h09m17s38	31.7379	152.2026	123.85	0.0
20160616-h09m18s31	31.7379	152.2026	123.85	0.0
20160616-h09m19s23	31.7379	152.2026	123.85	-0.0
20160616-h09m20s16	31.7379	152.2026	123.85	0.0
20160616-h09m21s08	31.7379	152.2026	123.85	0.0
20160616-h09m22s01	31.7379	152.2026	123.85	0.0
20160616-h09m22s53	31.7379	152.2026	123.85	0.0
20160616-h09m23s46	31.7379	152.2026	123.85	0.0
20160616-h09m24s38	31.7379	152.2026	123.85	0.0
20160616-h09m25s31	31.7379	152.2026	123.85	0.0
20160616-h09m26s23	31.7379	152.2026	123.85	0.0
20160616-h09m28s00	31.7379	152.2026	123.85	-0.0
20160616-h09m29s11	31.7379	152.2026	123.85	0.0
20160616-h09m30s21	31.7379	152.2026	123.85	-0.0
20160616-h09m41s31	31.7379	152.2026	123.85	0.0
20160616-h09m43s28	31.7379	152.2026	123.85	-0.0
20160616-h09m48s28	31.7379	152.2026	123.85	0.0
20160616-h09m53s01	31.7379	152.2026	123.85	-0.0
20160616-h09m56s56	31.7379	152.2026	123.85	0.0
20160616-h10m10s09	31.7379	152.2026	123.85	0.0
20160616-h10m10s39	31.7379	152.2026	123.85	-0.0
20160616-h10m11s04	31.7379	152.2026	123.85	0.0
20160616-h10m12s26	31.7379	152.2026	123.85	0.0
20160616-h10m13s04	31.7379	152.2026	123.85	0.0
20160616-h10m13s25	31.7379	152.2026	123.85	0.0
20160616-h10m14s51	31.7379	152.2026	123.85	0.0
20160616-h10m15s15	31.7379	152.2026	123.85	0.0
20160616-h10m19s12	31.7379	152.2026	123.85	0.0
20160616-h11m00s23	31.5255	152.2306	123.85	0.0
20160616-h12m58s04	30.5528	151.964	123.85	-0.0
20160616-h12m58s24	30.5528	151.964	123.85	-0.0
20160616-h12m58s39	30.5528	151.964	123.85	0.0
20160616-h12m59s30	30.6242	151.964	123.85	0.0
20160616-h12m59s51	30.6242	151.964	123.85	0.0
20160616-h13m20s04	30.8028	152.039	123.85	-0.0
20160616-h14m04s38	30.8028	152.039	123.85	0.0
20160616-h14m05s58	30.8028	152.039	123.85	0.0
20160616-h14m08s31	30.8028	152.039	123.85	0.0
20160616-h14m09s27	30.8028	152.039	123.85	-0.0
20160616-h14m18s06	30.8028	152.039	123.85	0.0
20160616-h14m24s53	30.8028	152.039	123.85	-0.0
20160616-h14m26s02	30.8028	152.039	123.85	-0.0
20160616-h14m27s12	30.8028	152.039	123.85	0.0
20160616-h14m28s32	30.8028	152.039	123.85	0.0
20160616-h14m29s41	30.8028	152.039	123.85	0.0
20160616-h14m30s12	30.8528	152.039	123.85	0.0
20160616-h14m30s34	30.8028	152.089	123.85	-0.0
20160616-h14m31s52	31.0028	152.039	123.85	0.0
20160616-h14m33s09	30.8028	152.239	123.85	0.0
20160616-h14m40s03	30.8028	152.039	123.85	0.0
20160616-h14m40s35	30.8528	152.039	123.85	-0.0
20160616-h14m41s20	30.8028	152.089	123.85	0.0
20160616-h14m42s05	31.0028	152.039	123.85	0.0
20160616-h14m42s50	30.8028	152.239	123.85	0.0
20160616-h14m44s48	30.8028	152.039	123.85	0.0
20160616-h14m45s23	30.8028	152.039	123.85	0.0
20160616-h14m47s42	30.8028	152.039	123.85	0.0
20160616-h14m48s34	30.8028	152.039	123.85	0.0
20160616-h14m48s49	30.8528	152.039	123.85	0.0
20160616-h14m50s35	30.8028	152.039	123.85	0.0
20160616-h14m50s50	30.8528	152.039	123.85	0.0
20160616-h14m51s11	30.8028	152.089	123.85	0.0
20160616-h14m51s42	30.8028	152.039	123.85	-0.0
20160616-h14m51s57	30.8528	152.039	123.85	0.0
20160616-h14m52s14	30.8028	152.089	123.85	-0.0
20160616-h14m54s10	30.8028	152.039	123.85	-0.0
20160616-h14m54s25	30.8528	152.039	123.85	0.0
20160616-h14m54s48	30.8028	152.089	123.85	-0.0
20160616-h14m55s10	31.0028	152.039	123.85	-0.0
20160616-h14m55s33	30.8028	152.239	123.85	0.0
20160616-h14m58s28	30.8028	152.039	123.85	-0.0
20160616-h14m58s41	30.8528	152.039	123.85	0.0
20160616-h14m59s06	30.8028	152.089	123.85	-0.0
20160616-h15m02s17	30.8028	152.039	123.85	0.0
20160616-h15m02s32	30.8528	152.039	123.85	-0.0
20160616-h15m03s55	30.8028	152.039	123.85	0.0
20160616-h15m04s10	30.8528	152.039	123.85	0.0
20160616-h15m05s29	30.8028	152.089	123.85	-0.0
20160616-h15m06s40	30.8028	152.039	123.85	0.0
20160616-h15m06s56	30.8528	152.039	123.85	0.0
20160616-h15m08s14	30.8028	152.089	123.85	0.0
20160616-h15m09s45	30.8028	152.039	123.85	0.0
20160616-h15m10s01	30.8528	152.039	123.85	0.0
20160616-h15m11s19	30.8028	152.089	123.85	0.0
20160616-h15m16s33	30.8028	152.039	123.85	0.0
20160616-h15m16s49	30.8528	152.039	123.85	0.0
20160616-h15m17s12	30.8028	152.089	123.85	0.0
20160616-h15m17s35	31.0028	152.039	123.85	0.0
20160616-h15m17s57	30.8028	152.239	123.85	0.0
20160616-h15m21s31	30.8028	152.039	123.85	-0.0
20160616-h15m22s49	30.8028	152.039	123.85	0.0
20160616-h15m23s04	30.8778	152.039	123.85	-0.0
20160616-h15m23s21	30.8028	152.114	123.85	0.0
20160616-h15m23s39	30.9528	152.039	123.85	0.0
20160616-h15m23s56	30.8028	152.189	123.85	-0.0
20160616-h15m24s16	31.1028	152.039	123.85	0.0
20160616-h15m24s33	30.8028	152.339	123.85	0.0
20160616-h15m25s00	31.3028	152.039	123.85	0.0
20160616-h15m25s17	30.8028	152.539	123.85	0.0
20160616-h17m27s33	31.4637	152.2231	123.8499	0.0
20160616-h17m27s48	31.5387	152.2231	123.8499	0.0
20160616-h17m28s06	31.4637	152.2981	123.8499	0.0
20160616-h17m28s23	31.6137	152.2231	123.8499	0.0
20160616-h17m28s41	31.4637	152.3731	123.8499	0.0
20160616-h17m28s58	31.7637	152.2231	123.8499	-0.0
20160616-h17m29s15	31.4637	152.5231	123.8499	0.0
20160616-h17m29s39	31.9637	152.2231	123.8499	0.0
20160616-h17m29s56	31.4637	152.7231	123.8499	0.0
20160616-h17m30s28	31.2137	152.1481	123.8499	0.0
20160616-h17m30s49	31.2137	152.1481	123.8499	0.0
20160616-h17m31s04	31.2137	152.1481	123.8499	0.0
20160616-h17m31s55	31.2851	152.1481	123.8499	0.0
20160616-h17m32s16	31.2851	152.1481	123.8499	0.0
20160616-h17m32s31	31.2851	152.1481	123.8499	0.0
20160616-h17m33s23	31.3566	152.1481	123.8499	0.0
20160616-h17m33s44	31.3566	152.1481	123.8499	-0.0
20160616-h17m33s59	31.3566	152.1481	123.8499	0.0
20160616-h17m34s50	31.428	152.1481	123.8499	-0.0
20160616-h17m35s11	31.428	152.1481	123.8499	0.0
20160616-h17m35s26	31.428	152.1481	123.8499	0.0
20160616-h17m36s18	31.4994	152.1481	123.8499	0.0
20160616-h17m36s39	31.4994	152.1481	123.8499	-0.0
20160616-h17m36s54	31.4994	152.1481	123.8499	0.0
20160616-h17m37s45	31.5708	152.1481	123.8499	0.0
20160616-h17m38s06	31.5708	152.1481	123.8499	0.0
20160616-h17m38s21	31.5708	152.1481	123.8499	-0.0
20160616-h17m39s13	31.6423	152.1481	123.8499	0.0
20160616-h17m39s34	31.6423	152.1481	123.8499	0.0
20160616-h17m39s49	31.6423	152.1481	123.8499	0.0
20160616-h17m40s40	31.7137	152.1481	123.8499	-0.0
20160616-h17m41s01	31.7137	152.1481	123.8499	-0.0
20160616-h17m41s16	31.7137	152.1481	123.8499	-0.0
20160616-h17m42s08	31.7137	152.1695	123.8499	0.0
20160616-h17m42s29	31.7137	152.1695	123.8499	0.0
20160616-h17m42s44	31.7137	152.1695	123.8499	0.0
20160616-h17m43s36	31.6423	152.1695	123.8499	0.0
20160616-h17m43s56	31.6423	152.1695	123.8499	0.0
20160616-h17m44s11	31.6423	152.1695	123.8499	0.0
20160616-h17m45s03	31.5708	152.1695	123.8499	-0.0
20160616-h17m45s24	31.5708	152.1695	123.8499	0.0
20160616-h17m45s39	31.5708	152.1695	123.8499	-0.0
20160616-h17m46s30	31.4994	152.1695	123.8499	0.0
20160616-h17m46s51	31.4994	152.1695	123.8499	0.0
20160616-h17m47s06	31.4994	152.1695	123.8499	0.0
20160616-h17m47s58	31.428	152.1695	123.8499	0.0
20160616-h17m48s19	31.428	152.1695	123.8499	-0.0
