20210810-h15m03s22	105.85714	145.85714	0.0
20210810-h15m03s50	105.85714	145.85714	0.0
20210810-h15m03s56	105.85714	145.85714	0.0
20210810-h15m04s10	105.85714	145.85714	0.0
20210810-h15m04s22	105.85714	145.85714	0.0
20210810-h15m07s58	105.85714	145.85714	0.0
20210810-h15m08s04	105.85714	145.85714	0.0
20210810-h15m10s55	105.85714	145.85714	0.0
20210810-h15m11s00	105.85714	145.85714	0.0
20210810-h15m11s36	105.85714	145.85714	0.0
20210810-h15m11s41	105.85714	145.85714	0.0
20210810-h15m12s51	105.85714	145.85714	0.0
20210810-h15m13s44	105.85714	145.85714	0.0
20210810-h15m24s34	105.85714	145.85714	0.0
20210810-h15m27s47	0.0	0.0	0.68337
20210810-h15m28s05	0.0	0.0	10.67135
20210810-h15m28s13	0.0	0.0	50.68591
20210810-h15m28s52	0.0	0.0	90.0
20210810-h15m29s02	10.0	0.0	90.0
20210810-h15m31s02	50.0	0.0	90.0
20210810-h15m31s32	42.85714	0.14244	90.0
20210810-h15m31s49	42.85714	66.105	90.0
20210810-h15m32s04	42.85714	66.105	90.0
20210810-h15m33s00	42.85714	66.105	90.0
20210810-h15m34s47	42.85714	66.105	90.0
20210810-h15m38s57	0.0	0.06891	0.04252
20210811-h14m30s09	0.0	0.14378	0.0
20210811-h14m30s26	0.0	1.0	0.0
20210811-h14m31s01	1.0	1.0	0.0
20210811-h14m31s23	42.85714	1.14111	0.0
20210811-h14m31s39	42.85714	145.85714	0.65444
20210811-h14m31s44	42.85714	145.85714	10.66883
20210811-h14m31s47	42.85714	145.85714	20.63986
20210811-h14m31s52	42.85714	145.85714	50.65122
20210811-h14m32s00	42.85714	145.85714	100.64837
20210811-h14m32s06	42.85714	145.85714	150.66846
20210811-h14m32s12	42.85714	145.85714	180.65159
20210811-h14m32s18	42.85714	145.85714	190.64589
20210811-h14m32s26	42.85714	145.85714	200.65462
20210811-h14m32s45	42.85714	145.85714	205.64039
20210811-h14m32s49	42.85714	145.85714	210.65171
20210813-h10m25s53	0.0	0.0	0.0
20210813-h10m25s59	10.0	0.0	0.0
20210813-h10m26s06	20.0	0.0	0.0
20210817-h10m04s36	30.0	0.0	0.0
20210817-h10m04s52	0.0	0.14919	0.0
20210817-h10m05s04	0.0	145.85714	0.68591
20210817-h14m08s26	0.0	145.85714	211.32284
20210817-h14m11s52	0.0	145.85714	0.67425
20210817-h14m23s21	0.0	145.85714	211.31116
20210817-h14m24s09	0.0	145.85714	0.69472
20210823-h17m57s26	0.0	145.85714	211.33731
20210823-h18m55s06	0.0	145.85714	0.68007
