amp0	transition	omega	date
0.000000	0	0.0	2018-05-04 09:55:53
0.049805	0	0.530513	2018-05-04 10:01:50
0.100098	0	1.070911	2018-05-04 10:05:32
0.149902	0	1.605415	2018-05-04 10:08:28
0.200195	0	2.149426	2018-05-04 10:10:54
0.250000	0	2.686649	2018-05-04 10:13:13
0.299805	0	3.225347	2018-05-04 10:15:26
0.350098	0	3.768498	2018-05-04 10:17:33
0.399902	0	4.311893	2018-05-04 10:19:40
0.450195	0	4.862027	2018-05-04 10:21:43
0.500000	0	5.423438	2018-05-04 10:23:45
0.549805	0	5.962456	2018-05-04 10:25:44
0.600098	0	6.50903	2018-05-04 10:27:44
0.649902	0	7.067263	2018-05-04 10:29:41
0.700195	0	7.633026	2018-05-04 10:31:38
0.750000	0	8.184342	2018-05-04 10:33:16
0.799805	0	8.737925	2018-05-04 10:34:54
0.850098	0	9.292091	2018-05-04 10:36:32
0.899902	0	9.84116	2018-05-04 10:38:09
0.950195	0	10.381191	2018-05-04 10:39:44
1.000000	0	10.923344	2018-05-04 10:41:20
