amp0	transition	omega	date
0.000000	0	0.0	2018-08-01 12:16:34
0.049805	0	0.542392	2018-08-01 12:23:24
0.100098	0	1.088716	2018-08-01 12:27:30
0.149902	0	1.634406	2018-08-01 12:30:48
0.200195	0	2.186065	2018-08-01 12:33:35
0.250000	0	2.733006	2018-08-01 12:36:13
0.299805	0	3.279752	2018-08-01 12:38:32
0.350098	0	3.829098	2018-08-01 12:40:47
0.399902	0	4.373611	2018-08-01 12:43:00
0.450195	0	4.923531	2018-08-01 12:45:09
0.500000	0	5.460271	2018-08-01 12:47:15
0.549805	0	6.020482	2018-08-01 12:49:20
0.600098	0	6.574518	2018-08-01 12:51:23
0.649902	0	7.132155	2018-08-01 12:53:47
0.700195	0	7.703363	2018-08-01 12:55:47
0.750000	0	8.270505	2018-08-01 12:57:48
0.799805	0	8.846455	2018-08-01 12:59:33
0.850098	0	9.421004	2018-08-01 13:01:19
0.899902	0	10.005421	2018-08-01 13:03:03
0.950195	0	10.580993	2018-08-01 13:04:49
1.000000	0	11.128931	2018-08-01 13:06:32
