amp0	transition	omega	date
0.000000	0	0.0	2018-09-07 16:03:50
0.049805	0	0.559412	2018-09-07 16:10:58
0.100098	0	1.128896	2018-09-07 16:15:14
0.149902	0	1.694721	2018-09-07 16:18:43
0.200195	0	2.264359	2018-09-07 16:21:44
0.250000	0	2.829446	2018-09-07 16:24:34
0.299805	0	3.39467	2018-09-07 16:27:03
0.350098	0	3.965279	2018-09-07 16:29:28
0.399902	0	4.536434	2018-09-07 16:31:48
0.450195	0	5.109979	2018-09-07 16:34:06
0.500000	0	5.684283	2018-09-07 16:36:23
0.549805	0	6.259288	2018-09-07 16:38:37
0.600098	0	6.841735	2018-09-07 16:40:49
0.649902	0	7.431559	2018-09-07 16:43:01
0.700195	0	8.05151	2018-09-07 16:45:11
0.750000	0	8.63101	2018-09-07 16:47:21
0.799805	0	9.222352	2018-09-07 16:49:13
0.850098	0	9.805417	2018-09-07 16:51:05
0.899902	0	10.394244	2018-09-07 16:52:57
0.950195	0	10.960416	2018-09-07 16:54:48
1.000000	0	11.510263	2018-09-07 16:56:38
