amp0	transition	omega	date
0.000000	0	0.0	2018-07-27 21:01:00
0.049805	0	0.55661	2018-07-27 21:08:12
0.100098	0	1.115064	2018-07-27 21:12:28
0.149902	0	1.678397	2018-07-27 21:15:58
0.200195	0	2.242746	2018-07-27 21:18:58
0.250000	0	2.802425	2018-07-27 21:21:49
0.299805	0	3.362037	2018-07-27 21:24:21
0.350098	0	3.925022	2018-07-27 21:26:46
0.399902	0	4.491324	2018-07-27 21:29:06
0.450195	0	5.055791	2018-07-27 21:31:25
0.500000	0	5.617559	2018-07-27 21:33:41
0.549805	0	6.196421	2018-07-27 21:35:56
0.600098	0	6.783666	2018-07-27 21:38:09
0.649902	0	7.346675	2018-07-27 21:40:21
0.700195	0	7.953824	2018-07-27 21:42:31
0.750000	0	8.535431	2018-07-27 21:44:41
0.799805	0	9.135248	2018-07-27 21:46:34
0.850098	0	9.733071	2018-07-27 21:48:26
0.899902	0	10.31498	2018-07-27 21:50:19
0.950195	0	10.908613	2018-07-27 21:52:11
1.000000	0	11.488771	2018-07-27 21:54:02
