amp0	transition	omega	date
0.000000	0	0.000000	2016-08-25 12:28:08
0.050049	0	0.000402	2016-08-25 12:33:03
0.100098	0	0.000662	2016-08-25 12:37:58
0.149902	0	0.000959	2016-08-25 12:42:53
0.199951	0	0.001285	2016-08-25 12:47:49
0.399902	0	0.002560	2016-08-25 12:52:30
0.600098	0	0.003787	2016-08-25 12:57:12
0.699951	0	0.004296	2016-08-25 13:02:01
0.800049	0	0.004623	2016-08-25 13:07:00
0.850098	0	0.004737	2016-08-25 13:12:18
0.899902	0	0.004865	2016-08-25 13:17:43
0.949951	0	0.004911	2016-08-25 13:23:12
1.000000	0	0.005029	2016-08-25 13:28:45
