amp0	transition	omega	date
0.000000	0	0.000000	2016-09-26 11:09:44
0.050049	0	0.000363	2016-09-26 11:14:13
0.100098	0	0.000661	2016-09-26 11:18:42
0.149902	0	0.000971	2016-09-26 11:23:11
0.199951	0	0.001316	2016-09-26 11:27:41
0.300049	0	0.001982	2016-09-26 11:32:03
0.399902	0	0.002629	2016-09-26 11:36:17
0.500000	0	0.003285	2016-09-26 11:40:31
0.600098	0	0.003903	2016-09-26 11:44:46
0.699951	0	0.004379	2016-09-26 11:49:11
0.800049	0	0.004765	2016-09-26 11:54:02
0.850098	0	0.004897	2016-09-26 11:59:02
0.899902	0	0.004975	2016-09-26 12:04:30
0.949951	0	0.005064	2016-09-26 12:10:11
1.000000	0	0.005090	2016-09-26 12:16:07
