amp0	transition	omega	date
0.0	0.0	0.0	19700101-h00m00s00
0.099609375	0.0	0.000571904549614	2018-07-28 03:43:19.668000
0.19921875	0.0	0.00114380909923	2018-07-28 03:43:19.668000
0.2001953125	0.0	0.00114941600658	2018-07-28 03:43:19.668000
0.298828125	0.0	0.00171571364884	2018-07-28 03:43:19.668000
0.2998046875	0.0	0.00156111413319	2018-07-28 03:53:14.834000
0.39990234375	0.0	0.00205198250183	2018-07-28 04:02:40.758000
0.5	0.0	0.00257047539561	2018-07-28 04:13:20.496000
0.60009765625	0.0	0.00291404804388	2018-07-28 04:22:00.408000
0.7001953125	0.0	0.00339259071351	2018-07-28 04:32:53.545000
0.7998046875	0.0	0.00404881654371	2018-07-28 04:42:36.922000
0.89990234375	0.0	0.00442185469985	2018-07-28 04:51:25.957000
1.0	0.0	0.00497191804832	2018-07-28 05:01:35.049000
