amp0	transition	omega	date
0.000000	0	0.000000	2016-10-02 02:03:34
0.050049	0	0.000283	2016-10-02 02:08:09
0.100098	0	0.000630	2016-10-02 02:12:44
0.149902	0	0.000974	2016-10-02 02:17:20
0.199951	0	0.001321	2016-10-02 02:21:55
0.300049	0	0.001973	2016-10-02 02:26:30
0.399902	0	0.002596	2016-10-02 02:30:56
0.500000	0	0.003225	2016-10-02 02:35:27
0.600098	0	0.003821	2016-10-02 02:40:06
0.699951	0	0.004311	2016-10-02 02:45:08
0.800049	0	0.004692	2016-10-02 02:50:42
0.850098	0	0.004767	2016-10-02 02:56:25
0.899902	0	0.004928	2016-10-02 03:02:16
0.949951	0	0.005007	2016-10-02 03:08:13
1.000000	0	0.005051	2016-10-02 03:14:32
