amp0	transition	omega	date
0.000000	0	0.0	2018-02-16 20:54:43
0.153809	0	0.434566	2018-02-16 21:00:05
0.179688	0	0.51894	2018-02-16 21:04:59
0.205078	0	0.588245	2018-02-16 21:09:19
0.230957	0	0.672026	2018-02-16 21:13:08
0.256348	0	0.751175	2018-02-16 21:16:46
0.282227	0	0.829327	2018-02-16 21:20:15
0.307617	0	0.911239	2018-02-16 21:23:21
0.333496	0	0.990321	2018-02-16 21:26:20
0.358887	0	1.069961	2018-02-16 21:29:13
0.384766	0	1.153696	2018-02-16 21:32:02
0.410156	0	1.22713	2018-02-16 21:34:46
0.436035	0	1.302764	2018-02-16 21:37:26
0.461426	0	1.376422	2018-02-16 21:39:47
0.487305	0	1.43709	2018-02-16 21:42:08
0.512695	0	1.498341	2018-02-16 21:44:25
0.538574	0	1.552065	2018-02-16 21:46:40
0.563965	0	1.605691	2018-02-16 21:48:53
0.589844	0	1.664137	2018-02-16 21:51:06
0.615234	0	1.709566	2018-02-16 21:53:18
0.641113	0	1.763464	2018-02-16 21:55:28
0.666504	0	1.798033	2018-02-16 21:57:37
0.692383	0	1.8352	2018-02-16 21:59:53
0.717773	0	1.871402	2018-02-16 22:02:02
0.743652	0	1.907484	2018-02-16 22:04:11
0.769043	0	1.928292	2018-02-16 22:06:17
0.794922	0	1.948037	2018-02-16 22:08:24
0.820312	0	1.973396	2018-02-16 22:10:30
0.846191	0	1.978305	2018-02-16 22:12:37
0.871582	0	1.999762	2018-02-16 22:14:41
0.897461	0	2.009966	2018-02-16 22:16:46
0.922852	0	2.018657	2018-02-16 22:18:51
0.948730	0	2.02524	2018-02-16 22:20:56
0.974121	0	2.051793	2018-02-16 22:23:04
1.000000	0	2.075522	2018-02-16 22:25:09
