20180201-h00m00s47	50.3806259115	47.5792100425	13.7548567066
20180201-h00m01s55	50.3826833404	47.5799142383	13.7580032438
20180201-h00m03s07	50.3842524988	47.5839154972	13.736231679
20180201-h00m04s21	50.3807832056	47.5794314057	13.7143131136
20180201-h00m05s35	50.3823990914	47.5807032378	13.7338681451
20180201-h00m06s50	50.3842960331	47.5829625242	13.7332322403
20180201-h00m08s06	50.3840397287	47.5811950688	13.736637078
20180201-h00m09s14	50.3816936593	47.5814198544	13.7304460403
20180201-h00m10s24	50.382617562	47.5800122839	13.740764716
20180201-h00m11s36	50.3841626321	47.5830883315	13.7237816978
20180201-h00m12s49	50.3838056422	47.5809028659	13.7356259602
20180201-h00m14s04	50.3817443372	47.5813265867	13.7298078466
20180201-h00m15s20	50.3853680128	47.5837502359	13.7305083421
20180201-h00m16s28	50.3839764717	47.5841593298	13.716395873
20180201-h00m17s36	50.382257636	47.580547882	13.7343243261
20180201-h00m18s50	50.385806125	47.5850828582	13.7406550071
20180201-h00m20s04	50.3827058044	47.583470553	13.7331022008
20180201-h00m21s18	50.3829261992	47.5804532817	13.7405237908
20180201-h00m22s34	50.3827867268	47.5854876692	13.7243313939
20180201-h00m23s42	50.3848680002	47.5849021452	13.7421082558
20180201-h00m24s51	50.3827347425	47.5846274892	13.7207856801
20180201-h00m26s04	50.3812842483	47.5836384766	13.7173616327
20180201-h00m27s17	50.3837141765	47.5827729189	13.7270771209
20180201-h00m28s30	50.3846323163	47.5840110008	13.7222889543
20180201-h00m29s45	50.3843320467	47.5848087838	13.7238532722
20180201-h00m30s06	50.3836158941	47.5875015751	13.7379613184
20180201-h00m31s18	50.3842692108	47.5870148322	13.7365525543
20180201-h00m32s39	50.3829378128	47.5825549832	13.7405267607
20180201-h00m34s09	50.3817549005	47.5843331391	13.7526400068
20180201-h00m35s12	50.3855887785	47.5802412485	13.7570155506
20180201-h00m36s18	50.3866686656	47.5813172629	13.7572651364
20180201-h00m37s26	50.3850515928	47.5823151008	13.7245751667
