amp0	transition	omega	date
0.000000	0	0.000000	2017-01-03 06:33:36
0.024902	0	1.020284	2017-01-03 06:35:50
0.050049	0	2.064200	2017-01-03 06:37:25
0.100098	0	4.154537	2017-01-03 06:38:41
0.199951	0	8.401940	2017-01-03 06:39:48
0.300049	0	12.735481	2017-01-03 06:40:52
0.399902	0	16.734984	2017-01-03 06:41:56
0.500000	0	20.402664	2017-01-03 06:42:58
0.600098	0	23.411436	2017-01-03 06:43:59
0.699951	0	25.474589	2017-01-03 06:45:00
0.800049	0	26.750883	2017-01-03 06:46:01
0.899902	0	27.604779	2017-01-03 06:47:02
1.000000	0	28.199030	2017-01-03 06:48:03
