amp0	transition	omega	date
0.000000	0	0.000000	2016-12-21 08:04:58
0.024902	0	0.995784	2016-12-21 08:07:16
0.050049	0	2.015240	2016-12-21 08:08:55
0.100098	0	4.052508	2016-12-21 08:10:14
0.199951	0	8.211953	2016-12-21 08:11:24
0.300049	0	12.446137	2016-12-21 08:12:31
0.399902	0	16.359714	2016-12-21 08:13:37
0.500000	0	19.972304	2016-12-21 08:14:41
0.600098	0	22.946841	2016-12-21 08:15:45
0.699951	0	24.961468	2016-12-21 08:16:49
0.800049	0	26.238804	2016-12-21 08:17:53
0.899902	0	27.036638	2016-12-21 08:18:56
1.000000	0	27.625895	2016-12-21 08:20:00
