amp0	transition	omega	date
0.000000	0	0.000000	2016-12-01 10:41:20
0.010010	0	0.391657	2016-12-01 10:45:46
0.024902	0	0.988622	2016-12-01 10:49:47
0.050049	0	2.007500	2016-12-01 10:52:33
0.100098	0	4.038817	2016-12-01 10:54:42
0.199951	0	8.165563	2016-12-01 10:56:34
0.300049	0	12.404093	2016-12-01 10:58:19
0.399902	0	16.296761	2016-12-01 11:00:02
0.500000	0	19.893626	2016-12-01 11:01:42
0.600098	0	22.872784	2016-12-01 11:03:21
0.699951	0	24.918479	2016-12-01 11:04:59
0.800049	0	26.170961	2016-12-01 11:06:36
0.899902	0	26.957645	2016-12-01 11:08:13
1.000000	0	27.523920	2016-12-01 11:09:49
