amp0	transition	omega	date
0.000000	0	0.000000	2016-12-27 23:38:32
0.024902	0	0.997920	2016-12-27 23:40:59
0.050049	0	2.025513	2016-12-27 23:42:38
0.100098	0	4.070801	2016-12-27 23:44:00
0.199951	0	8.230954	2016-12-27 23:45:12
0.300049	0	12.479863	2016-12-27 23:46:21
0.399902	0	16.393947	2016-12-27 23:47:28
0.500000	0	19.987723	2016-12-27 23:48:33
0.600098	0	22.973331	2016-12-27 23:49:39
0.699951	0	25.025927	2016-12-27 23:50:44
0.800049	0	26.294707	2016-12-27 23:51:50
0.899902	0	27.115189	2016-12-27 23:52:55
1.000000	0	27.710025	2016-12-27 23:54:01
