amp0	transition	omega	date
0.000000	0	0.000000	2017-04-11 13:19:52
0.024902	0	0.995160	2017-04-11 13:26:15
0.050049	0	2.017179	2017-04-11 13:30:03
0.100098	0	4.058998	2017-04-11 13:32:59
0.199951	0	8.209509	2017-04-11 13:35:32
0.300049	0	12.547517	2017-04-11 13:37:42
0.399902	0	16.845000	2017-04-11 13:39:41
0.500000	0	20.547142	2017-04-11 13:41:38
0.600098	0	23.345609	2017-04-11 13:43:34
0.699951	0	25.325856	2017-04-11 13:45:27
0.800049	0	26.628124	2017-04-11 13:47:17
0.899902	0	27.469564	2017-04-11 13:49:09
1.000000	0	28.047905	2017-04-11 13:51:00
