amp0	transition	omega	date
0.000000	0	0.000000	2016-12-25 15:06:41
0.024902	0	0.996518	2016-12-25 15:08:51
0.050049	0	2.025442	2016-12-25 15:10:28
0.100098	0	4.067795	2016-12-25 15:11:47
0.199951	0	8.224481	2016-12-25 15:12:55
0.300049	0	12.466174	2016-12-25 15:14:00
0.399902	0	16.395061	2016-12-25 15:15:05
0.500000	0	19.989655	2016-12-25 15:16:08
0.600098	0	22.998342	2016-12-25 15:17:10
0.699951	0	25.053485	2016-12-25 15:18:12
0.800049	0	26.313918	2016-12-25 15:19:14
0.899902	0	27.144895	2016-12-25 15:20:16
1.000000	0	27.726201	2016-12-25 15:21:18
