amp0	transition	omega	date
0.000000	0	0.000000	2016-12-28 18:18:26
0.024902	0	0.976141	2016-12-28 18:20:41
0.050049	0	1.981427	2016-12-28 18:22:17
0.100098	0	3.991243	2016-12-28 18:23:35
0.199951	0	8.074441	2016-12-28 18:24:42
0.300049	0	12.217056	2016-12-28 18:25:46
0.399902	0	15.951620	2016-12-28 18:26:49
0.500000	0	19.414027	2016-12-28 18:27:51
0.600098	0	22.039163	2016-12-28 18:28:52
0.699951	0	23.697310	2016-12-28 18:29:53
0.800049	0	24.730022	2016-12-28 18:30:54
0.899902	0	25.426133	2016-12-28 18:31:54
1.000000	0	25.936258	2016-12-28 18:32:55
