amp0	transition	omega	date
0.000000	0	0.000000	2016-12-24 09:39:19
0.024902	0	0.996498	2016-12-24 09:41:35
0.050049	0	2.020743	2016-12-24 09:43:13
0.100098	0	4.063831	2016-12-24 09:44:30
0.199951	0	8.210681	2016-12-24 09:45:39
0.300049	0	12.462112	2016-12-24 09:46:45
0.399902	0	16.390763	2016-12-24 09:47:48
0.500000	0	19.981324	2016-12-24 09:48:51
0.600098	0	22.970658	2016-12-24 09:49:53
0.699951	0	25.032935	2016-12-24 09:50:55
0.800049	0	26.305831	2016-12-24 09:51:57
0.899902	0	27.151882	2016-12-24 09:52:59
1.000000	0	27.742685	2016-12-24 09:54:01
