amp0	transition	omega	date
0.000000	0	0.0	2018-01-23 22:24:04
0.153809	0	0.522687	2018-01-23 22:30:35
0.179688	0	0.614372	2018-01-23 22:36:40
0.205078	0	0.702101	2018-01-23 22:42:01
0.230957	0	0.794419	2018-01-23 22:46:41
0.256348	0	0.884888	2018-01-23 22:51:09
0.282227	0	0.975412	2018-01-23 22:55:29
0.307617	0	1.069912	2018-01-23 22:59:14
0.333496	0	1.16335	2018-01-23 23:02:52
0.358887	0	1.25532	2018-01-23 23:06:24
0.384766	0	1.347691	2018-01-23 23:09:52
0.410156	0	1.435284	2018-01-23 23:13:16
0.436035	0	1.522786	2018-01-23 23:16:38
0.461426	0	1.600217	2018-01-23 23:19:29
0.487305	0	1.679139	2018-01-23 23:22:17
0.512695	0	1.754867	2018-01-23 23:25:04
0.538574	0	1.8218	2018-01-23 23:27:50
0.563965	0	1.887033	2018-01-23 23:30:34
0.589844	0	1.943094	2018-01-23 23:33:19
0.615234	0	1.996632	2018-01-23 23:36:00
0.641113	0	2.047056	2018-01-23 23:38:42
0.666504	0	2.088953	2018-01-23 23:41:21
0.692383	0	2.125878	2018-01-23 23:43:59
0.717773	0	2.167161	2018-01-23 23:46:38
0.743652	0	2.199145	2018-01-23 23:49:15
0.769043	0	2.22808	2018-01-23 23:51:51
0.794922	0	2.25199	2018-01-23 23:54:27
0.820312	0	2.284168	2018-01-23 23:57:04
0.846191	0	2.309291	2018-01-23 23:59:44
0.871582	0	2.321611	2018-01-24 00:02:23
0.897461	0	2.33092	2018-01-24 00:04:59
0.922852	0	2.351245	2018-01-24 00:07:34
0.948730	0	2.351816	2018-01-24 00:10:15
0.974121	0	2.35337	2018-01-24 00:12:52
1.000000	0	2.35532	2018-01-24 00:15:29
