amp0	transition	omega	date
0.000000	0	0.0	2018-05-02 13:42:39
0.157715	0	0.378465	2018-05-02 13:42:40
0.210449	0	0.505008	2018-05-02 13:42:40
0.263184	0	0.631546	2018-05-02 13:42:40
0.315918	0	0.758102	2018-05-02 13:42:40
0.368652	0	0.88463	2018-05-02 13:42:40
0.420898	0	1.010016	2018-05-02 13:42:40
0.473633	0	1.136579	2018-05-02 13:42:40
0.526367	0	1.263158	2018-05-02 13:42:40
0.579102	0	1.389693	2018-05-02 13:42:40
0.631348	0	1.51496	2018-05-02 13:42:40
0.684082	0	1.641587	2018-05-02 13:42:40
0.736816	0	1.768086	2018-05-02 13:42:40
0.789551	0	1.894537	2018-05-02 13:42:40
0.842285	0	2.021223	2018-05-02 13:42:40
0.894531	0	2.146691	2018-05-02 13:42:40
0.947266	0	2.273158	2018-05-02 13:42:40
1.000000	0	2.39952	2018-05-02 13:42:40
