amp0	transition	omega	date
0.000000	0	0.0	2018-03-29 18:24:41
0.153809	0	0.450865	2018-03-29 18:31:32
0.179688	0	0.521838	2018-03-29 18:37:30
0.205078	0	0.593098	2018-03-29 18:43:10
0.230957	0	0.672566	2018-03-29 18:48:07
0.256348	0	0.751048	2018-03-29 18:52:51
0.282227	0	0.830777	2018-03-29 18:57:01
0.307617	0	0.911931	2018-03-29 19:01:03
0.333496	0	0.988192	2018-03-29 19:04:57
0.358887	0	1.07092	2018-03-29 19:08:21
0.384766	0	1.152635	2018-03-29 19:11:42
0.410156	0	1.22725	2018-03-29 19:14:58
0.436035	0	1.303423	2018-03-29 19:18:10
0.461426	0	1.374315	2018-03-29 19:21:18
0.487305	0	1.433291	2018-03-29 19:24:23
0.512695	0	1.499749	2018-03-29 19:27:27
0.538574	0	1.55237	2018-03-29 19:30:29
0.563965	0	1.597403	2018-03-29 19:33:06
0.589844	0	1.668567	2018-03-29 19:35:41
0.615234	0	1.714762	2018-03-29 19:38:15
0.641113	0	1.761973	2018-03-29 19:40:48
0.666504	0	1.794509	2018-03-29 19:43:19
0.692383	0	1.838549	2018-03-29 19:45:51
0.717773	0	1.876502	2018-03-29 19:48:23
0.743652	0	1.911833	2018-03-29 19:50:53
0.769043	0	1.929051	2018-03-29 19:53:22
0.794922	0	1.948206	2018-03-29 19:55:51
0.820312	0	1.965497	2018-03-29 19:58:18
0.846191	0	1.98213	2018-03-29 20:00:47
0.871582	0	1.999256	2018-03-29 20:03:14
0.897461	0	2.01655	2018-03-29 20:05:42
0.922852	0	2.026906	2018-03-29 20:08:11
0.948730	0	2.034245	2018-03-29 20:10:38
0.974121	0	2.022982	2018-03-29 20:13:04
1.000000	0	2.065814	2018-03-29 20:15:29
