amp0	transition	omega	date
0.000000	0	0.0	2018-05-03 08:28:48
0.157715	0	0.471402	2018-05-03 08:28:55
0.210449	0	0.62903	2018-05-03 08:28:56
0.263184	0	0.786627	2018-05-03 08:28:56
0.315918	0	0.944287	2018-05-03 08:28:56
0.368652	0	1.101928	2018-05-03 08:28:57
0.420898	0	1.257994	2018-05-03 08:28:57
0.473633	0	1.415595	2018-05-03 08:28:58
0.526367	0	1.573358	2018-05-03 08:28:58
0.579102	0	1.730852	2018-05-03 08:28:58
0.631348	0	1.887089	2018-05-03 08:28:59
0.684082	0	2.044641	2018-05-03 08:28:59
0.736816	0	2.202239	2018-05-03 08:28:59
0.789551	0	2.359882	2018-05-03 08:29:00
0.842285	0	2.517306	2018-05-03 08:29:00
0.894531	0	2.673797	2018-05-03 08:29:01
0.947266	0	2.831524	2018-05-03 08:29:01
1.000000	0	2.988792	2018-05-03 08:29:01
