amp0	transition	omega	date
0.000000	0	0.000000	2016-10-01 21:32:26
0.050049	0	0.000941	2016-10-01 21:37:17
0.100098	0	0.001779	2016-10-01 21:42:02
0.149902	0	0.002650	2016-10-01 21:46:39
0.199951	0	0.003462	2016-10-01 21:51:10
0.300049	0	0.005214	2016-10-01 21:55:37
0.399902	0	0.006871	2016-10-01 22:00:03
0.500000	0	0.008550	2016-10-01 22:04:28
0.600098	0	0.010044	2016-10-01 22:08:53
0.699951	0	0.011445	2016-10-01 22:13:17
0.800049	0	0.012332	2016-10-01 22:17:40
0.850098	0	0.012646	2016-10-01 22:22:04
0.899902	0	0.013002	2016-10-01 22:26:28
0.949951	0	0.013216	2016-10-01 22:30:52
1.000000	0	0.013474	2016-10-01 22:35:13
