amp0	transition	omega	date
0.000000	0	0.000000	2016-09-21 17:47:23
0.050049	0	0.000916	2016-09-21 17:53:45
0.100098	0	0.001800	2016-09-21 18:00:03
0.149902	0	0.002686	2016-09-21 18:06:11
0.199951	0	0.003604	2016-09-21 18:12:15
0.300049	0	0.005356	2016-09-21 18:18:15
0.399902	0	0.007090	2016-09-21 18:24:14
0.500000	0	0.008836	2016-09-21 18:30:12
0.600098	0	0.010498	2016-09-21 18:36:08
0.699951	0	0.011963	2016-09-21 18:42:04
0.800049	0	0.012762	2016-09-21 18:48:00
0.850098	0	0.013163	2016-09-21 18:53:56
0.899902	0	0.013547	2016-09-21 18:59:52
0.949951	0	0.013714	2016-09-21 19:05:47
1.000000	0	0.013886	2016-09-21 19:11:44
