amp0	transition	omega	date
0.0	0	0.0	19700101-h00m00s00
0.099609375	0	0.00132661714658	2018-05-04 13:25:41.781000
0.19921875	0	0.00265323429315	2018-05-04 13:25:41.781000
0.2001953125	0	0.00266624034361	2018-05-04 13:25:41.781000
0.298828125	0	0.00397985143973	2018-05-04 13:25:41.781000
0.2998046875	0	0.00402826793253	2018-05-04 13:29:21.289000
0.39990234375	0	0.00542206715545	2018-05-04 13:32:32.066000
0.5	0	0.00664458620318	2018-05-04 13:35:37.500000
0.60009765625	0	0.00780390233406	2018-05-04 13:38:43.527000
0.7001953125	0	0.00915487093143	2018-05-04 13:41:47.187000
0.7998046875	0	0.0104045458984	2018-05-04 13:44:46.731000
0.89990234375	0	0.0119962703549	2018-05-04 13:47:46.405000
1.0	0	0.0129473823747	2018-05-04 13:50:44.649000
