amp0	transition	omega	date
0.000000	0	0.000000	2016-08-31 18:43:12
0.050049	0	0.000881	2016-08-31 18:48:24
0.100098	0	0.001764	2016-08-31 18:53:30
0.149902	0	0.002624	2016-08-31 18:58:27
0.199951	0	0.003525	2016-08-31 19:03:20
0.399902	0	0.006976	2016-08-31 19:08:06
0.600098	0	0.010312	2016-08-31 19:12:50
0.699951	0	0.011594	2016-08-31 19:17:33
0.800049	0	0.012534	2016-08-31 19:22:15
0.850098	0	0.012908	2016-08-31 19:26:59
0.899902	0	0.013135	2016-08-31 19:31:41
0.949951	0	0.013384	2016-08-31 19:36:22
1.000000	0	0.013610	2016-08-31 19:41:05
