20151221-h09m35s06	0	14543.12	6.6508640699	13C
20160208-h14m17s37	0.0	14543.12	6.65086339667	13C
20160208-h17m58s40	0.0	14543.12	6.65086339667	13C
20160211-h14m48s53	0.0	14543.12	6.65086339667	13C
20160211-h14m50s46	0.0	14543.12	6.65086339667	13C
20160211-h14m54s09	0.0	14543.12	6.65086339667	13C
20160211-h16m41s57	0.0	14543.12	6.65086339667	13C
20160211-h16m42s44	0.0	14543.12	6.65086339667	13C
20160211-h16m48s35	0.0	14543.12	6.65086339667	13C
20160211-h16m49s48	0.0	14543.12	6.65086339667	13C
20160211-h17m13s49	0.0	14543.12	6.65086339667	13C
20160212-h10m46s59	0.0	14543.12	6.65086339667	13C
20160212-h10m52s28	0.0	14543.12	6.65086339667	13C
20160212-h11m12s43	0.0	14543.12	6.65086339667	13C
20160212-h11m13s16	0.0	14543.12	6.65086339667	13C
20160212-h12m01s26	0.0	14543.12	6.65086339667	13C
20160212-h12m03s41	0.0	14543.12	6.65086339667	13C
20160215-h17m58s57	0.0	14543.12	6.65086339667	13C
20160215-h18m03s19	0.0	14543.12	6.65086339667	13C
20160217-h12m12s50	0.0	14543.12	6.65086339667	13C
20160217-h12m14s02	0.0	14543.12	6.65086339667	13C
20160217-h12m14s58	0.0	14543.12	6.65086339667	13C
20160217-h12m18s07	0.0	14543.12	6.65086339667	13C
20160217-h12m18s51	0.0	14543.12	6.65086339667	13C
20160217-h12m40s27	0.0	14543.12	6.65086339667	13C
20160217-h18m23s51	0.0	14543.12	6.65086339667	13C
20160217-h18m28s46	0.0	14543.12	6.65086339667	13C
20160217-h18m29s56	0.0	14543.12	6.65086339667	13C
20160218-h18m15s01	0.0	14543.12	6.65086339667	13C
20160218-h18m15s46	0.0	14543.12	6.65086339667	13C
20160218-h18m16s22	0.0	14543.12	6.65086339667	13C
20160219-h10m00s05	0.0	14543.12	6.65086339667	13C
20160219-h10m04s33	0.0	14543.12	6.65086339667	13C
20160219-h10m07s35	0.0	14543.12	6.65086339667	13C
20160219-h10m34s54	0.0	14543.12	6.65086339667	13C
20160219-h11m21s08	0.0	14543.12	6.65086339667	13C
20160219-h11m40s28	0.0	14543.12	6.65086339667	13C
20160219-h11m41s10	0.0	14543.12	6.65086339667	13C
20160219-h15m22s40	0.0	14543.12	6.65086339667	13C
20160219-h15m57s13	0.0	14543.12	6.65086339667	13C
20160219-h16m36s50	0.0	14543.12	6.65086339667	13C
20160219-h16m50s08	0.0	14543.12	6.65086339667	13C
20160221-h12m27s33	0.0	14543.12	6.65086339667	13C
20160222-h10m03s38	0.0	14543.12	6.65086339667	13C
20160222-h10m06s40	0.0	14543.12	6.65086339667	13C
20160223-h13m30s56	0.0	14543.12	6.65086339667	13C
20160223-h14m30s20	0.0	14543.12	6.65086339667	13C
20160223-h17m22s43	0.0	14543.12	6.65086339667	13C
20160223-h17m24s33	0.0	14543.12	6.65086339667	13C
20160223-h17m27s27	0.0	14543.12	6.65086339667	13C
20160223-h18m28s33	0.0	14543.12	6.65086339667	13C
20160223-h18m31s01	0.0	14543.12	6.65086339667	13C
20160223-h18m44s33	0.0	14543.12	6.65086339667	13C
20160224-h09m20s39	0.0	14543.12	6.65086339667	13C
20160224-h09m31s54	0.0	14543.12	6.65086339667	13C
20160224-h09m33s21	0.0	14543.12	6.65086339667	13C
20160224-h09m35s31	0.0	14543.12	6.65086339667	13C
20160224-h09m36s04	0.0	14543.12	6.65086339667	13C
20160224-h09m38s35	0.0	14543.12	6.65086339667	13C
20160308-h15m55s21	0.0	14543.12	6.65086339667	13C
20160308-h16m02s59	0.0	14543.12	6.65086339667	13C
20160308-h16m04s41	0.0	14543.12	6.65086339667	13C
20160308-h16m08s35	0.0	14543.12	6.65086339667	13C
20160308-h16m10s26	0.0	14543.12	6.65086339667	13C
20160308-h16m12s04	0.0	14543.12	6.65086339667	13C
20160308-h16m12s28	0.0	14543.12	6.65086339667	13C
20160308-h16m13s27	0.0	14543.12	6.65086339667	13C
20160308-h16m18s41	0.0	14543.12	6.65086339667	13C
20160308-h16m22s35	0.0	14543.12	6.65086339667	13C
20160308-h16m26s18	0.0	14543.12	6.65086339667	13C
20160308-h16m27s50	0.0	14543.12	6.65086339667	13C
20160308-h16m28s18	0.0	14543.12	6.65086339667	13C
20160308-h16m30s24	0.0	14543.12	6.65086339667	13C
20160308-h16m31s27	0.0	14543.12	6.65086339667	13C
20160308-h16m34s48	0.0	14543.12	6.65086339667	13C
20160308-h16m38s40	0.0	14543.12	6.65086339667	13C
20160308-h16m39s10	0.0	14543.12	6.65086339667	13C
20160308-h16m45s11	0.0	14543.12	6.65086339667	13C
20160308-h16m47s02	0.0	14543.12	6.65086339667	13C
20160308-h16m49s21	0.0	14543.12	6.65086339667	13C
20160308-h16m53s15	0.0	14543.12	6.65086339667	13C
20160308-h16m53s50	0.0	14543.12	6.65086339667	13C
20160308-h16m54s44	0.0	14543.12	6.65086339667	13C
20160308-h16m56s01	0.0	14543.12	6.65086339667	13C
20160308-h16m56s53	0.0	14543.12	6.65086339667	13C
20160308-h16m57s36	0.0	14543.12	6.65086339667	13C
20160308-h16m58s53	0.0	14543.12	6.65086339667	13C
20160308-h16m59s48	0.0	14543.12	6.65086339667	13C
20160308-h17m01s38	0.0	14543.12	6.65086339667	13C
20160308-h17m02s45	0.0	14543.12	6.65086339667	13C
20160308-h17m03s31	0.0	14543.12	6.65086339667	13C
20160308-h17m05s11	0.0	14543.12	6.65086339667	13C
20160308-h17m10s03	0.0	14543.12	6.65086339667	13C
20160308-h17m16s22	0.0	14543.12	6.65086339667	13C
20160308-h17m17s59	0.0	14543.12	6.65086339667	13C
20160308-h17m19s39	0.0	14543.12	6.65086339667	13C
20160308-h17m21s32	0.0	14543.12	6.65086339667	13C
20160308-h17m21s52	0.0	14543.12	6.65086339667	13C
20160309-h19m04s52	0.0	14543.12	6.65086339667	13C
20160310-h10m07s48	0.0	14543.12	6.65086339667	13C
20160310-h10m11s07	0.0	14543.12	6.65086339667	13C
20160310-h10m14s38	0.0	14543.12	6.65086339667	13C
20160310-h10m16s09	0.0	14543.12	6.65086339667	13C
20160310-h10m16s44	0.0	14543.12	6.65086339667	13C
