amp0	transition	omega	date
0.000000	0	0.0	2018-01-05 13:47:51
0.153809	0	4.01206	2018-01-05 13:49:45
0.179688	0	4.694844	2018-01-05 13:51:37
0.205078	0	5.366924	2018-01-05 13:53:25
0.230957	0	6.06019	2018-01-05 13:55:14
0.256348	0	6.740339	2018-01-05 13:57:00
0.282227	0	7.430428	2018-01-05 13:58:44
0.307617	0	8.131031	2018-01-05 14:00:28
0.333496	0	8.841008	2018-01-05 14:02:12
0.358887	0	9.52849	2018-01-05 14:03:56
0.384766	0	10.239279	2018-01-05 14:05:39
0.410156	0	10.933206	2018-01-05 14:07:21
0.436035	0	11.612338	2018-01-05 14:09:01
0.461426	0	12.273706	2018-01-05 14:10:41
0.487305	0	12.935499	2018-01-05 14:12:20
0.512695	0	13.573889	2018-01-05 14:14:00
0.538574	0	14.206042	2018-01-05 14:15:40
0.563965	0	14.823351	2018-01-05 14:17:20
0.589844	0	15.448994	2018-01-05 14:19:00
0.615234	0	16.048097	2018-01-05 14:20:40
0.641113	0	16.664251	2018-01-05 14:22:18
0.666504	0	17.255103	2018-01-05 14:23:56
0.692383	0	17.859242	2018-01-05 14:25:34
0.717773	0	18.444524	2018-01-05 14:27:12
0.743652	0	19.056583	2018-01-05 14:28:51
0.769043	0	19.639361	2018-01-05 14:30:29
0.794922	0	20.179673	2018-01-05 14:32:07
0.820312	0	20.69626	2018-01-05 14:33:45
0.846191	0	21.187591	2018-01-05 14:35:24
0.871582	0	21.646655	2018-01-05 14:37:02
0.897461	0	22.08629	2018-01-05 14:38:42
0.922852	0	22.489943	2018-01-05 14:40:22
0.948730	0	22.900643	2018-01-05 14:42:00
0.974121	0	23.247627	2018-01-05 14:43:38
1.000000	0	23.579629	2018-01-05 14:45:19
