amp0	transition	omega	date
0.000000	0	0.000000	2016-07-13 15:42:41
0.050049	0	0.348226	2016-07-13 15:47:36
0.100098	0	0.698449	2016-07-13 15:50:36
0.149902	0	1.047572	2016-07-13 15:52:57
0.199951	0	1.399787	2016-07-13 15:54:57
0.250000	0	1.748785	2016-07-13 15:56:45
0.300049	0	2.100923	2016-07-13 15:58:25
0.350098	0	2.454989	2016-07-13 15:59:58
0.399902	0	2.799353	2016-07-13 16:01:27
0.449951	0	3.151322	2016-07-13 16:02:53
0.500000	0	3.504433	2016-07-13 16:04:16
0.600098	0	4.203221	2016-07-13 16:05:35
0.699951	0	5.483594	2016-07-13 16:06:51
0.800049	0	5.612912	2016-07-13 16:08:05
0.899902	0	6.292292	2016-07-13 16:09:17
1.000000	0	7.027844	2016-07-13 16:10:27
