amp0	transition	omega	date
0.000000	0	0.000000	2016-07-14 05:41:33
0.050049	0	0.353591	2016-07-14 05:50:27
0.100098	0	0.711789	2016-07-14 05:55:40
0.149902	0	1.068361	2016-07-14 05:59:36
0.199951	0	1.426146	2016-07-14 06:02:59
0.250000	0	1.783531	2016-07-14 06:06:00
0.300049	0	2.139825	2016-07-14 06:08:47
0.350098	0	2.496705	2016-07-14 06:11:24
0.399902	0	2.851723	2016-07-14 06:13:54
0.449951	0	3.208002	2016-07-14 06:16:16
0.500000	0	3.564280	2016-07-14 06:18:34
0.600098	0	4.279502	2016-07-14 06:20:44
0.699951	0	4.998461	2016-07-14 06:22:50
0.800049	0	5.705064	2016-07-14 06:24:51
0.899902	0	6.428438	2016-07-14 06:26:49
1.000000	0	7.139365	2016-07-14 06:28:45
