amp0	transition	omega	date
0.000000	0	0.000000	2016-07-13 17:17:28
0.050049	0	0.347934	2016-07-13 17:26:20
0.100098	0	0.699567	2016-07-13 17:31:33
0.149902	0	1.051522	2016-07-13 17:35:34
0.199951	0	1.402956	2016-07-13 17:38:59
0.250000	0	1.755715	2016-07-13 17:42:01
0.300049	0	2.108465	2016-07-13 17:44:49
0.350098	0	2.460593	2016-07-13 17:47:26
0.399902	0	2.811766	2016-07-13 17:49:55
0.449951	0	3.169858	2016-07-13 17:52:19
0.500000	0	3.517919	2016-07-13 17:54:38
0.600098	0	4.221532	2016-07-13 17:56:49
0.699951	0	4.920002	2016-07-13 17:58:51
0.800049	0	5.630803	2016-07-13 18:00:54
0.899902	0	6.343091	2016-07-13 18:02:54
1.000000	0	7.054087	2016-07-13 18:04:51
