amp0	transition	omega	date
0.000000	0	0.000000	2016-06-17 00:41:40
0.050049	0	0.484992	2016-06-17 00:45:42
0.100098	0	0.969748	2016-06-17 00:48:27
0.199951	0	1.942278	2016-06-17 00:50:32
0.300049	0	2.923383	2016-06-17 00:52:24
0.399902	0	3.893033	2016-06-17 00:54:11
0.500000	0	4.869746	2016-06-17 00:55:53
0.600098	0	5.813831	2016-06-17 00:57:33
0.649902	0	6.324175	2016-06-17 00:59:12
0.699951	0	6.820702	2016-06-17 01:00:50
0.750000	0	7.298515	2016-06-17 01:02:27
0.800049	0	7.807952	2016-06-17 01:04:04
0.850098	0	8.275186	2016-06-17 01:05:40
0.899902	0	8.760602	2016-06-17 01:07:15
0.949951	0	9.245259	2016-06-17 01:08:50
1.000000	0	9.722691	2016-06-17 01:10:24
