amp0	transition	omega	date
0.000000	0	0.000000	2016-07-11 11:13:46
0.050049	0	0.320225	2016-07-11 11:17:58
0.100098	0	0.628611	2016-07-11 11:20:36
0.149902	0	0.939003	2016-07-11 11:22:42
0.199951	0	1.247349	2016-07-11 11:23:14
0.250000	0	1.566557	2016-07-11 11:24:54
0.300049	0	1.880649	2016-07-11 11:26:27
0.399902	0	2.510982	2016-07-11 11:27:51
0.500000	0	3.132707	2016-07-11 11:29:10
0.600098	0	3.750000	2016-07-11 11:30:25
0.699951	0	4.390027	2016-07-11 11:31:38
0.800049	0	5.018785	2016-07-11 11:32:49
0.899902	0	5.643456	2016-07-11 11:33:59
1.000000	0	6.258880	2016-07-11 11:35:09
