20220201-h00m00s07	[12669.19831888     0.04906584     0.29361329   903.29622756]
20220201-h00m00s29	[6455.42241771    0.04944562    0.27906883 1399.28716944]
20220201-h00m00s56	[11204.5830877      0.04149689     0.28152648  1305.6611434 ]
20220201-h00m01s16	[15094.67458659     0.02803985     0.2804373   1511.70924731]
20220201-h00m01s38	[8060.64954345    0.05837147    0.288708   1132.63078326]
20220201-h00m01s55	[2167.33277433    0.00625809    0.14167378 1453.35513122]
20220201-h00m02s33	[12255.54934903     0.04311372     0.28367198  1131.56963229]
20220201-h00m02s54	[13967.5570496      0.03473859     0.26204352  1062.91417663]
20220201-h00m03s14	[7752.07728592    0.05629753    0.2813999  1153.85175963]
20220201-h00m03s49	[9871.87342036    0.04933593    0.2853962  1081.70942104]
20220201-h00m04s09	[6747.56181554    0.06800243    0.27134159  969.96791521]
20220201-h00m04s37	[16397.81155525     0.01094477     0.25174236  2101.14826704]
20220201-h00m05s05	[9884.26682838    0.02225321    0.23166732 1904.04295331]
20220201-h00m05s25	[16638.20462615     0.01381368     0.28089298  1964.97630828]
20220201-h00m05s47	[12461.4496257      0.0295979      0.29124307  1485.92494456]
20220201-h00m06s06	[9058.7202337     0.04906069    0.24061067 1169.68222404]
20220201-h00m06s36	[11290.00523809     0.02627969     0.28933589  1617.37512335]
20220201-h00m07s00	[10047.42570642     0.03150015     0.27061294  1616.92500119]
20220201-h00m07s25	[8175.69006028    0.03873645    0.29237272 1382.50497522]
20220201-h00m07s53	[7645.45027059    0.0721526     0.26374154  828.63849899]
20220201-h00m08s13	[9019.38836654    0.04348117    0.28044728 1233.96954261]
20220201-h00m08s37	[13140.92493624     0.03363589     0.27086828  1231.14783256]
20220201-h00m09s38	[8128.03356308    0.05035896    0.29570741 1185.85684728]
20220201-h00m09s57	[11379.9830577      0.02375447     0.32091473  1566.98395693]
20220201-h00m10s17	[9175.17151643    0.03576793    0.27238274 1178.41873903]
20220201-h00m10s36	[8804.50320415    0.04083652    0.26224557 1250.60033232]
20220201-h00m11s05	[10157.99202244     0.02650383     0.23346992  1970.41645477]
20220201-h00m11s25	[10600.95483687     0.03568357     0.26928901  1221.77172502]
20220201-h00m11s45	[7440.81040927    0.03795674    0.28214009 1317.87675229]
20220201-h00m12s05	[13651.02825223     0.03946412     0.27631341   961.24761632]
20220201-h00m12s33	[14692.63574624     0.02129634     0.26796791  1795.62251951]
20220201-h00m12s54	[8309.36723638    0.04832209    0.27967841 1305.35167687]
20220201-h00m13s14	[13310.53448766     0.02643568     0.28931191  1556.37444969]
20220201-h00m13s34	[14912.53809968     0.02083235     0.27296425  1496.77882781]
20220201-h00m14s01	[9563.29013125    0.04143613    0.22217905 1284.94687272]
20220201-h00m14s21	[13390.1866483      0.03276562     0.27738568  1096.71572213]
20220201-h00m14s41	[10385.14390625     0.04927966     0.30458408  1060.60032004]
20220201-h00m15s00	[12530.87567418     0.0317774      0.27732431  1518.74151336]
20220201-h00m15s28	[14220.65040918     0.0329532      0.2568788   1519.83409779]
20220201-h00m15s48	[13591.50966459     0.03453526     0.29358507  1530.16614107]
20220201-h00m16s08	[13838.38187124     0.03769285     0.26908227  1143.09945385]
20220201-h00m16s27	[14934.70531691     0.02349411     0.28633147  1694.3080121 ]
20220201-h00m16s55	[2379.69596382    0.0173468     0.4348924  1415.09431318]
20220201-h00m17s20	[10409.03111375     0.04183116     0.26669509  1327.09860618]
20220201-h00m17s39	[12653.27037419     0.03272315     0.30600995  1204.81344002]
20220201-h00m18s07	[10566.90630311     0.02953406     0.24008363  1578.34318289]
20220201-h00m18s30	[8149.53773447    0.05100113    0.28903826 1270.99561502]
20220201-h00m18s50	[6569.63568008    0.05110777    0.29130565 1241.90381687]
20220201-h00m19s17	[10673.1010442      0.03069947     0.20102204  1733.03751127]
20220201-h00m19s42	[10357.06877619     0.03153252     0.30677971  1393.64012068]
20220201-h00m20s01	[8714.40885419    0.05077894    0.2946173  1013.97275897]
20220201-h00m20s29	[13763.96882751     0.02019099     0.25515944  1968.7905201 ]
