amp0	transition	omega	date
0.000000	0	0.0	2018-05-03 16:57:37
0.157715	0	3.421231	2018-05-03 16:59:46
0.210449	0	4.634685	2018-05-03 17:01:50
0.263184	0	5.642801	2018-05-03 17:03:49
0.315918	0	6.884419	2018-05-03 17:05:45
0.368652	0	8.109689	2018-05-03 17:07:23
0.420898	0	9.322882	2018-05-03 17:08:59
0.473633	0	10.519301	2018-05-03 17:10:35
0.526367	0	11.673716	2018-05-03 17:12:08
0.579102	0	12.796333	2018-05-03 17:13:42
0.631348	0	13.871109	2018-05-03 17:15:15
0.684082	0	14.921817	2018-05-03 17:16:50
0.736816	0	15.980038	2018-05-03 17:18:24
0.789551	0	17.013439	2018-05-03 17:19:53
0.842285	0	18.003759	2018-05-03 17:21:25
0.894531	0	18.912977	2018-05-03 17:22:56
0.947266	0	18.912977	2018-05-03 17:24:29
1.000000	0	20.459622	2018-05-03 17:26:01
