amp0	transition	omega	date
0.000000	0	0.000000	2016-08-26 05:30:58
0.050049	0	0.001818	2016-08-26 05:40:49
0.100098	0	0.003329	2016-08-26 05:50:30
0.149902	0	0.004864	2016-08-26 06:00:07
0.199951	0	0.006532	2016-08-26 06:09:38
0.399902	0	0.012698	2016-08-26 06:19:05
0.600098	0	0.018849	2016-08-26 06:28:35
0.699951	0	0.021482	2016-08-26 06:38:05
0.800049	0	0.023062	2016-08-26 06:47:36
0.850098	0	0.023932	2016-08-26 06:57:06
0.899902	0	0.024422	2016-08-26 07:06:36
0.949951	0	0.024926	2016-08-26 07:16:06
1.000000	0	0.025489	2016-08-26 07:25:38
