amp0	transition	omega	date
0.0	0.0	0.0	19700101-h00m00s00
0.099609375	0.0	0.0024587182251	2018-05-29 20:05:32.174000
0.19921875	0.0	0.0049174364502	2018-05-29 20:05:32.174000
0.2001953125	0.0	0.00494154153084	2018-05-29 20:05:32.174000
0.298828125	0.0	0.0073761546753	2018-05-29 20:05:32.174000
0.2998046875	0.0	0.00742984483255	2018-05-29 20:21:54.639000
0.39990234375	0.0	0.0100400483097	2018-05-29 20:38:20.700000
0.5	0.0	0.0123468984932	2018-05-29 20:54:38.262000
0.60009765625	0.0	0.0148611766462	2018-05-29 21:10:56.250000
0.7001953125	0.0	0.0172377833364	2018-05-29 21:27:09.898000
0.7998046875	0.0	0.0198987974878	2018-05-29 21:43:21.160000
0.89990234375	0.0	0.0221905024603	2018-05-29 21:59:33.764000
1.0	0.0	0.0245646450545	2018-05-29 22:15:47.616000
