amp0	transition	omega	date
0.000000	0	0.000000	2016-11-23 17:48:29
0.050000	0	0.001516	0000-00-00 00:00:00
0.100098	0	0.003032	2016-11-23 17:57:23
0.199951	0	0.006149	2016-11-23 18:06:06
0.300049	0	0.009306	2016-11-23 18:14:49
0.400049	0	0.012360	0000-00-00 00:00:00
0.500000	0	0.015413	2016-11-23 18:23:31
0.699951	0	0.020773	2016-11-23 18:32:11
0.800049	0	0.022791	2016-11-23 18:40:50
0.850098	0	0.023728	2016-11-23 18:49:29
0.899902	0	0.023901	2016-11-23 18:58:08
0.949951	0	0.024241	2016-11-23 19:06:48
1.000000	0	0.024561	2016-11-23 19:15:25
